date,point_id,mgrs_tile,mgrs_zone,nlcd,nlcd_year,count,et,eto
2015-10-01,15RTN_nlcd24_00,15RTN,15R,24,2024,6.0,67.0,112
2015-10-01,15RTN_nlcd24_01,15RTN,15R,24,2024,4.0,12.0,108
2015-10-01,15RTP_nlcd24_00,15RTP,15R,24,2024,4.0,5.0,109
2015-10-01,15RTP_nlcd24_01,15RTP,15R,24,2024,4.0,10.0,109
2015-10-01,15RTQ_nlcd24_00,15RTQ,15R,24,2024,5.0,53.0,114
2015-10-01,15RTQ_nlcd24_01,15RTQ,15R,24,2024,5.0,17.0,110
2015-10-01,15RUP_nlcd24_00,15RUP,15R,24,2024,5.0,34.0,104
2015-10-01,15RUP_nlcd24_01,15RUP,15R,24,2024,4.0,56.0,101
2015-10-01,15RUQ_nlcd24_00,15RUQ,15R,24,2024,5.0,9.0,108
2015-10-01,15RUQ_nlcd24_01,15RUQ,15R,24,2024,5.0,27.0,108
2015-10-01,15RVP_nlcd24_00,15RVP,15R,24,2024,5.0,30.0,94
2015-10-01,15RVP_nlcd24_01,15RVP,15R,24,2024,5.0,15.0,107
2015-10-01,15RVQ_nlcd24_00,15RVQ,15R,24,2024,4.0,32.0,108
2015-10-01,15RVQ_nlcd24_01,15RVQ,15R,24,2024,5.0,19.0,106
2015-10-01,15RWP_nlcd24_00,15RWP,15R,24,2024,4.0,3.0,93
2015-10-01,15RWP_nlcd24_01,15RWP,15R,24,2024,6.0,19.0,91
2015-10-01,15RWQ_nlcd24_00,15RWQ,15R,24,2024,4.0,30.0,106
2015-10-01,15RWQ_nlcd24_01,15RWQ,15R,24,2024,4.0,31.0,102
2015-10-01,15RXP_nlcd24_00,15RXP,15R,24,2024,4.0,37.0,91
2015-10-01,15RXP_nlcd24_01,15RXP,15R,24,2024,5.0,38.0,96
2015-10-01,15RXQ_nlcd24_00,15RXQ,15R,24,2024,5.0,16.0,105
2015-10-01,15RXQ_nlcd24_01,15RXQ,15R,24,2024,5.0,37.0,106
2015-10-01,15RYN_nlcd24_00,15RYN,15R,24,2024,5.0,39.0,95
2015-10-01,15RYN_nlcd24_01,15RYN,15R,24,2024,4.0,21.0,88
2015-10-01,15RYP_nlcd24_00,15RYP,15R,24,2024,5.0,50.0,85
2015-10-01,15RYP_nlcd24_01,15RYP,15R,24,2024,4.0,9.0,85
2015-10-01,15RYQ_nlcd24_00,15RYQ,15R,24,2024,4.0,49.0,98
2015-10-01,15RYQ_nlcd24_01,15RYQ,15R,24,2024,5.0,25.0,95
2015-10-01,15RTN_nlcd31_00,15RTN,15R,31,2024,6.0,80.0,112
2015-10-01,15RTN_nlcd31_01,15RTN,15R,31,2024,5.0,87.0,106
2015-10-01,15RTP_nlcd31_00,15RTP,15R,31,2024,5.0,61.0,108
2015-10-01,15RTP_nlcd31_01,15RTP,15R,31,2024,6.0,67.0,110
2015-10-01,15RTQ_nlcd31_00,15RTQ,15R,31,2024,4.0,18.0,113
2015-10-01,15RTQ_nlcd31_01,15RTQ,15R,31,2024,5.0,67.0,115
2015-10-01,15RUP_nlcd31_00,15RUP,15R,31,2024,5.0,68.0,106
2015-10-01,15RUP_nlcd31_01,15RUP,15R,31,2024,5.0,98.0,105
2015-10-01,15RUQ_nlcd31_00,15RUQ,15R,31,2024,4.0,24.0,108
2015-10-01,15RUQ_nlcd31_01,15RUQ,15R,31,2024,4.0,20.0,110
2015-10-01,15RVP_nlcd31_00,15RVP,15R,31,2024,5.0,85.0,98
2015-10-01,15RVP_nlcd31_01,15RVP,15R,31,2024,4.0,78.0,95
2015-10-01,15RVQ_nlcd31_00,15RVQ,15R,31,2024,4.0,62.0,104
2015-10-01,15RVQ_nlcd31_01,15RVQ,15R,31,2024,5.0,23.0,112
2015-10-01,15RWP_nlcd31_00,15RWP,15R,31,2024,5.0,86.0,94
2015-10-01,15RWP_nlcd31_01,15RWP,15R,31,2024,5.0,80.0,94
2015-10-01,15RWQ_nlcd31_00,15RWQ,15R,31,2024,5.0,16.0,106
2015-10-01,15RWQ_nlcd31_01,15RWQ,15R,31,2024,4.0,26.0,103
2015-10-01,15RXP_nlcd31_00,15RXP,15R,31,2024,5.0,28.0,96
2015-10-01,15RXP_nlcd31_01,15RXP,15R,31,2024,4.0,86.0,96
2015-10-01,15RXQ_nlcd31_00,15RXQ,15R,31,2024,4.0,75.0,106
2015-10-01,15RXQ_nlcd31_01,15RXQ,15R,31,2024,5.0,93.0,97
2015-10-01,15RYN_nlcd31_00,15RYN,15R,31,2024,4.0,85.0,91
2015-10-01,15RYN_nlcd31_01,15RYN,15R,31,2024,5.0,94.0,89
2015-10-01,15RYP_nlcd31_00,15RYP,15R,31,2024,5.0,46.0,95
2015-10-01,15RYP_nlcd31_01,15RYP,15R,31,2024,4.0,109.0,95
2015-10-01,15RYQ_nlcd31_00,15RYQ,15R,31,2024,5.0,63.0,96
2015-10-01,15RYQ_nlcd31_01,15RYQ,15R,31,2024,5.0,25.0,94
2015-10-01,15RTN_nlcd41_00,15RTN,15R,41,2024,5.0,111.0,109
2015-10-01,15RTN_nlcd41_01,15RTN,15R,41,2024,4.0,94.0,112
2015-10-01,15RTP_nlcd41_00,15RTP,15R,41,2024,5.0,88.0,110
2015-10-01,15RTP_nlcd41_01,15RTP,15R,41,2024,5.0,61.0,111
2015-10-01,15RTQ_nlcd41_00,15RTQ,15R,41,2024,5.0,82.0,115
2015-10-01,15RTQ_nlcd41_01,15RTQ,15R,41,2024,4.0,76.0,116
2015-10-01,15RUP_nlcd41_00,15RUP,15R,41,2024,5.0,102.0,108
2015-10-01,15RUP_nlcd41_01,15RUP,15R,41,2024,5.0,82.0,110
2015-10-01,15RUQ_nlcd41_00,15RUQ,15R,41,2024,5.0,73.0,106
2015-10-01,15RUQ_nlcd41_01,15RUQ,15R,41,2024,5.0,91.0,106
2015-10-01,15RVP_nlcd41_00,15RVP,15R,41,2024,4.0,113.0,102
2015-10-01,15RVP_nlcd41_01,15RVP,15R,41,2024,4.0,111.0,102
2015-10-01,15RVQ_nlcd41_00,15RVQ,15R,41,2024,4.0,109.0,109
2015-10-01,15RVQ_nlcd41_01,15RVQ,15R,41,2024,5.0,102.0,109
2015-10-01,15RWP_nlcd41_00,15RWP,15R,41,2024,5.0,83.0,92
2015-10-01,15RWP_nlcd41_01,15RWP,15R,41,2024,6.0,68.0,95
2015-10-01,15RWQ_nlcd41_00,15RWQ,15R,41,2024,5.0,91.0,102
2015-10-01,15RWQ_nlcd41_01,15RWQ,15R,41,2024,4.0,107.0,99
2015-10-01,15RXP_nlcd41_00,15RXP,15R,41,2024,4.0,106.0,97
2015-10-01,15RXP_nlcd41_01,15RXP,15R,41,2024,5.0,90.0,89
2015-10-01,15RXQ_nlcd41_00,15RXQ,15R,41,2024,4.0,100.0,102
2015-10-01,15RXQ_nlcd41_01,15RXQ,15R,41,2024,4.0,103.0,102
2015-10-01,15RYN_nlcd41_00,15RYN,15R,41,2024,4.0,96.0,87
2015-10-01,15RYP_nlcd41_00,15RYP,15R,41,2024,5.0,91.0,95
2015-10-01,15RYP_nlcd41_01,15RYP,15R,41,2024,5.0,88.0,85
2015-10-01,15RYQ_nlcd41_00,15RYQ,15R,41,2024,5.0,73.0,95
2015-10-01,15RYQ_nlcd41_01,15RYQ,15R,41,2024,5.0,73.0,95
2015-10-01,15RTN_nlcd42_00,15RTN,15R,42,2024,5.0,111.0,105
2015-10-01,15RTN_nlcd42_01,15RTN,15R,42,2024,5.0,93.0,114
2015-10-01,15RTP_nlcd42_00,15RTP,15R,42,2024,5.0,101.0,109
2015-10-01,15RTP_nlcd42_01,15RTP,15R,42,2024,5.0,94.0,112
2015-10-01,15RTQ_nlcd42_00,15RTQ,15R,42,2024,5.0,84.0,113
2015-10-01,15RTQ_nlcd42_01,15RTQ,15R,42,2024,5.0,81.0,110
2015-10-01,15RUP_nlcd42_00,15RUP,15R,42,2024,4.0,92.0,104
2015-10-01,15RUP_nlcd42_01,15RUP,15R,42,2024,5.0,109.0,103
2015-10-01,15RUQ_nlcd42_00,15RUQ,15R,42,2024,5.0,93.0,108
2015-10-01,15RUQ_nlcd42_01,15RUQ,15R,42,2024,4.0,78.0,108
2015-10-01,15RVP_nlcd42_00,15RVP,15R,42,2024,4.0,91.0,95
2015-10-01,15RVP_nlcd42_01,15RVP,15R,42,2024,4.0,111.0,100
2015-10-01,15RVQ_nlcd42_00,15RVQ,15R,42,2024,5.0,100.0,106
2015-10-01,15RVQ_nlcd42_01,15RVQ,15R,42,2024,5.0,100.0,105
2015-10-01,15RWP_nlcd42_00,15RWP,15R,42,2024,4.0,96.0,99
2015-10-01,15RWP_nlcd42_01,15RWP,15R,42,2024,5.0,93.0,93
2015-10-01,15RWQ_nlcd42_00,15RWQ,15R,42,2024,4.0,114.0,106
2015-10-01,15RWQ_nlcd42_01,15RWQ,15R,42,2024,4.0,101.0,101
2015-10-01,15RXP_nlcd42_00,15RXP,15R,42,2024,5.0,33.0,95
2015-10-01,15RXP_nlcd42_01,15RXP,15R,42,2024,4.0,106.0,94
2015-10-01,15RXQ_nlcd42_00,15RXQ,15R,42,2024,5.0,90.0,106
2015-10-01,15RXQ_nlcd42_01,15RXQ,15R,42,2024,4.0,106.0,99
2015-10-01,15RYN_nlcd42_00,15RYN,15R,42,2024,4.0,80.0,86
2015-10-01,15RYN_nlcd42_01,15RYN,15R,42,2024,3.0,91.0,95
2015-10-01,15RYP_nlcd42_00,15RYP,15R,42,2024,5.0,100.0,95
2015-10-01,15RYP_nlcd42_01,15RYP,15R,42,2024,4.0,107.0,95
2015-10-01,15RYQ_nlcd42_00,15RYQ,15R,42,2024,4.0,111.0,99
2015-10-01,15RYQ_nlcd42_01,15RYQ,15R,42,2024,5.0,60.0,97
2015-10-01,15RTN_nlcd43_00,15RTN,15R,43,2024,4.0,119.0,107
2015-10-01,15RTN_nlcd43_01,15RTN,15R,43,2024,6.0,89.0,113
2015-10-01,15RTP_nlcd43_00,15RTP,15R,43,2024,4.0,101.0,114
2015-10-01,15RTP_nlcd43_01,15RTP,15R,43,2024,5.0,103.0,117
2015-10-01,15RTQ_nlcd43_00,15RTQ,15R,43,2024,4.0,72.0,109
2015-10-01,15RTQ_nlcd43_01,15RTQ,15R,43,2024,4.0,82.0,114
2015-10-01,15RUP_nlcd43_00,15RUP,15R,43,2024,5.0,101.0,103
2015-10-01,15RUP_nlcd43_01,15RUP,15R,43,2024,5.0,93.0,106
2015-10-01,15RUQ_nlcd43_00,15RUQ,15R,43,2024,5.0,99.0,107
2015-10-01,15RUQ_nlcd43_01,15RUQ,15R,43,2024,5.0,73.0,108
2015-10-01,15RVP_nlcd43_00,15RVP,15R,43,2024,5.0,102.0,96
2015-10-01,15RVP_nlcd43_01,15RVP,15R,43,2024,5.0,98.0,98
2015-10-01,15RVQ_nlcd43_00,15RVQ,15R,43,2024,5.0,87.0,108
2015-10-01,15RVQ_nlcd43_01,15RVQ,15R,43,2024,4.0,104.0,104
2015-10-01,15RWP_nlcd43_00,15RWP,15R,43,2024,4.0,83.0,94
2015-10-01,15RWP_nlcd43_01,15RWP,15R,43,2024,4.0,97.0,95
2015-10-01,15RWQ_nlcd43_00,15RWQ,15R,43,2024,5.0,95.0,102
2015-10-01,15RWQ_nlcd43_01,15RWQ,15R,43,2024,4.0,99.0,99
2015-10-01,15RXP_nlcd43_00,15RXP,15R,43,2024,4.0,104.0,91
2015-10-01,15RXP_nlcd43_01,15RXP,15R,43,2024,4.0,95.0,88
2015-10-01,15RXQ_nlcd43_00,15RXQ,15R,43,2024,4.0,109.0,106
2015-10-01,15RXQ_nlcd43_01,15RXQ,15R,43,2024,4.0,103.0,96
2015-10-01,15RYN_nlcd43_00,15RYN,15R,43,2024,4.0,98.0,87
2015-10-01,15RYN_nlcd43_01,15RYN,15R,43,2024,4.0,109.0,89
2015-10-01,15RYP_nlcd43_00,15RYP,15R,43,2024,4.0,111.0,91
2015-10-01,15RYP_nlcd43_01,15RYP,15R,43,2024,4.0,93.0,88
2015-10-01,15RYQ_nlcd43_00,15RYQ,15R,43,2024,4.0,110.0,101
2015-10-01,15RYQ_nlcd43_01,15RYQ,15R,43,2024,4.0,93.0,96
2015-10-01,15RTN_nlcd52_00,15RTN,15R,52,2024,6.0,100.0,102
2015-10-01,15RTN_nlcd52_01,15RTN,15R,52,2024,4.0,113.0,109
2015-10-01,15RTP_nlcd52_00,15RTP,15R,52,2024,5.0,72.0,109
2015-10-01,15RTP_nlcd52_01,15RTP,15R,52,2024,5.0,102.0,114
2015-10-01,15RTQ_nlcd52_00,15RTQ,15R,52,2024,5.0,102.0,111
2015-10-01,15RTQ_nlcd52_01,15RTQ,15R,52,2024,5.0,75.0,110
2015-10-01,15RUP_nlcd52_00,15RUP,15R,52,2024,4.0,111.0,108
2015-10-01,15RUP_nlcd52_01,15RUP,15R,52,2024,4.0,84.0,103
2015-10-01,15RUQ_nlcd52_00,15RUQ,15R,52,2024,4.0,34.0,108
2015-10-01,15RUQ_nlcd52_01,15RUQ,15R,52,2024,5.0,66.0,107
2015-10-01,15RVP_nlcd52_00,15RVP,15R,52,2024,4.0,106.0,98
2015-10-01,15RVP_nlcd52_01,15RVP,15R,52,2024,4.0,86.0,96
2015-10-01,15RVQ_nlcd52_00,15RVQ,15R,52,2024,5.0,99.0,107
2015-10-01,15RVQ_nlcd52_01,15RVQ,15R,52,2024,4.0,109.0,102
2015-10-01,15RWP_nlcd52_00,15RWP,15R,52,2024,4.0,90.0,96
2015-10-01,15RWP_nlcd52_01,15RWP,15R,52,2024,4.0,98.0,100
2015-10-01,15RWQ_nlcd52_00,15RWQ,15R,52,2024,4.0,76.0,103
2015-10-01,15RWQ_nlcd52_01,15RWQ,15R,52,2024,5.0,96.0,103
2015-10-01,15RXP_nlcd52_00,15RXP,15R,52,2024,4.0,100.0,95
2015-10-01,15RXP_nlcd52_01,15RXP,15R,52,2024,4.0,105.0,95
2015-10-01,15RXQ_nlcd52_00,15RXQ,15R,52,2024,4.0,103.0,105
2015-10-01,15RXQ_nlcd52_01,15RXQ,15R,52,2024,4.0,86.0,105
2015-10-01,15RYN_nlcd52_00,15RYN,15R,52,2024,5.0,91.0,85
2015-10-01,15RYN_nlcd52_01,15RYN,15R,52,2024,5.0,87.0,85
2015-10-01,15RYP_nlcd52_00,15RYP,15R,52,2024,4.0,92.0,91
2015-10-01,15RYP_nlcd52_01,15RYP,15R,52,2024,4.0,101.0,91
2015-10-01,15RYQ_nlcd52_00,15RYQ,15R,52,2024,4.0,97.0,97
2015-10-01,15RYQ_nlcd52_01,15RYQ,15R,52,2024,5.0,84.0,101
2015-10-01,15RTN_nlcd71_00,15RTN,15R,71,2024,5.0,88.0,114
2015-10-01,15RTN_nlcd71_01,15RTN,15R,71,2024,5.0,63.0,103
2015-10-01,15RTP_nlcd71_00,15RTP,15R,71,2024,4.0,60.0,112
2015-10-01,15RTP_nlcd71_01,15RTP,15R,71,2024,5.0,98.0,110
2015-10-01,15RTQ_nlcd71_00,15RTQ,15R,71,2024,6.0,68.0,112
2015-10-01,15RTQ_nlcd71_01,15RTQ,15R,71,2024,5.0,55.0,113
2015-10-01,15RUP_nlcd71_00,15RUP,15R,71,2024,4.0,94.0,102
2015-10-01,15RUP_nlcd71_01,15RUP,15R,71,2024,5.0,61.0,107
2015-10-01,15RUQ_nlcd71_00,15RUQ,15R,71,2024,5.0,90.0,104
2015-10-01,15RUQ_nlcd71_01,15RUQ,15R,71,2024,4.0,81.0,111
2015-10-01,15RVP_nlcd71_00,15RVP,15R,71,2024,4.0,110.0,98
2015-10-01,15RVP_nlcd71_01,15RVP,15R,71,2024,4.0,103.0,102
2015-10-01,15RVQ_nlcd71_00,15RVQ,15R,71,2024,4.0,65.0,106
2015-10-01,15RVQ_nlcd71_01,15RVQ,15R,71,2024,4.0,96.0,104
2015-10-01,15RWP_nlcd71_00,15RWP,15R,71,2024,4.0,107.0,100
2015-10-01,15RWP_nlcd71_01,15RWP,15R,71,2024,4.0,102.0,96
2015-10-01,15RWQ_nlcd71_00,15RWQ,15R,71,2024,4.0,93.0,106
2015-10-01,15RWQ_nlcd71_01,15RWQ,15R,71,2024,4.0,95.0,102
2015-10-01,15RXP_nlcd71_00,15RXP,15R,71,2024,5.0,92.0,89
2015-10-01,15RXP_nlcd71_01,15RXP,15R,71,2024,4.0,85.0,95
2015-10-01,15RXQ_nlcd71_00,15RXQ,15R,71,2024,4.0,111.0,94
2015-10-01,15RXQ_nlcd71_01,15RXQ,15R,71,2024,4.0,107.0,104
2015-10-01,15RYN_nlcd71_00,15RYN,15R,71,2024,5.0,71.0,86
2015-10-01,15RYN_nlcd71_01,15RYN,15R,71,2024,4.0,93.0,88
2015-10-01,15RYP_nlcd71_00,15RYP,15R,71,2024,5.0,98.0,89
2015-10-01,15RYP_nlcd71_01,15RYP,15R,71,2024,4.0,105.0,91
2015-10-01,15RYQ_nlcd71_00,15RYQ,15R,71,2024,4.0,109.0,99
2015-10-01,15RYQ_nlcd71_01,15RYQ,15R,71,2024,4.0,106.0,96
2015-10-01,15RTN_nlcd81_00,15RTN,15R,81,2024,6.0,59.0,110
2015-10-01,15RTN_nlcd81_01,15RTN,15R,81,2024,5.0,91.0,112
2015-10-01,15RTP_nlcd81_00,15RTP,15R,81,2024,6.0,61.0,110
2015-10-01,15RTP_nlcd81_01,15RTP,15R,81,2024,5.0,99.0,109
2015-10-01,15RTQ_nlcd81_00,15RTQ,15R,81,2024,6.0,76.0,111
2015-10-01,15RTQ_nlcd81_01,15RTQ,15R,81,2024,6.0,51.0,113
2015-10-01,15RUP_nlcd81_00,15RUP,15R,81,2024,4.0,112.0,106
2015-10-01,15RUP_nlcd81_01,15RUP,15R,81,2024,6.0,74.0,101
2015-10-01,15RUQ_nlcd81_00,15RUQ,15R,81,2024,4.0,80.0,107
2015-10-01,15RUQ_nlcd81_01,15RUQ,15R,81,2024,4.0,93.0,107
