date,point_id,mgrs,nlcd,count,et,eto
2021-05-01,12R_nlcd82_04,12R,82,6.0,75.0,249
2021-05-01,12R_nlcd90_04,12R,90,4.0,199.0,233
2021-05-01,12R_nlcd31_03,12R,31,5.0,40.0,233
2021-05-01,12R_nlcd41_03,12R,41,5.0,197.0,233
2021-05-01,12R_nlcd42_03,12R,42,4.0,82.0,221
2021-05-01,12R_nlcd43_03,12R,43,5.0,33.0,224
2021-05-01,12R_nlcd52_03,12R,52,5.0,45.0,232
2021-05-01,12R_nlcd71_03,12R,71,5.0,33.0,234
2021-05-01,12R_nlcd81_03,12R,81,5.0,165.0,233
2021-05-01,12R_nlcd82_03,12R,82,6.0,187.0,243
2021-05-01,12R_nlcd90_03,12R,90,4.0,100.0,228
2021-05-01,12R_nlcd31_02,12R,31,4.0,13.0,233
2021-05-01,12R_nlcd41_02,12R,41,6.0,223.0,232
2021-05-01,12R_nlcd42_02,12R,42,5.0,114.0,233
2021-05-01,12R_nlcd43_02,12R,43,4.0,213.0,245
2021-05-01,12R_nlcd52_02,12R,52,4.0,32.0,236
2021-05-01,12R_nlcd71_02,12R,71,4.0,72.0,255
2021-05-01,12R_nlcd81_02,12R,81,4.0,109.0,234
2021-05-01,12R_nlcd82_02,12R,82,4.0,136.0,244
2021-05-01,12R_nlcd90_02,12R,90,4.0,196.0,234
2021-05-01,12R_nlcd31_01,12R,31,5.0,25.0,228
2021-05-01,12R_nlcd41_01,12R,41,4.0,183.0,233
2021-05-01,12R_nlcd42_01,12R,42,5.0,74.0,230
2021-05-01,12R_nlcd43_01,12R,43,4.0,170.0,234
2021-05-01,12R_nlcd52_01,12R,52,4.0,42.0,229
2021-05-01,12R_nlcd71_01,12R,71,4.0,4.0,243
2021-05-01,12R_nlcd81_01,12R,81,5.0,92.0,249
2021-05-01,12R_nlcd82_01,12R,82,6.0,92.0,244
2021-05-01,12R_nlcd90_01,12R,90,4.0,56.0,253
2021-05-01,12R_nlcd31_00,12R,31,6.0,22.0,226
2021-05-01,12R_nlcd41_00,12R,41,6.0,188.0,236
2021-05-01,12R_nlcd42_00,12R,42,4.0,58.0,238
2021-05-01,12R_nlcd43_00,12R,43,4.0,42.0,219
2021-05-01,12R_nlcd52_00,12R,52,5.0,123.0,220
2021-05-01,12R_nlcd71_00,12R,71,5.0,4.0,243
2021-05-01,12R_nlcd81_00,12R,81,5.0,163.0,231
2021-05-01,12R_nlcd82_00,12R,82,6.0,168.0,245
2021-05-01,12R_nlcd90_00,12R,90,4.0,195.0,232
2021-06-01,12R_nlcd31_08,12R,31,5.0,47.0,224
2021-06-01,12R_nlcd41_08,12R,41,5.0,199.0,234
2021-06-01,12R_nlcd42_08,12R,42,5.0,94.0,223
2021-06-01,12R_nlcd43_08,12R,43,4.0,83.0,231
2021-06-01,12R_nlcd52_08,12R,52,5.0,60.0,234
2021-06-01,12R_nlcd71_08,12R,71,6.0,14.0,226
2021-06-01,12R_nlcd81_08,12R,81,4.0,124.0,220
2021-06-01,12R_nlcd82_08,12R,82,5.0,54.0,237
2021-06-01,12R_nlcd90_08,12R,90,5.0,49.0,222
2021-06-01,12R_nlcd31_07,12R,31,5.0,63.0,225
2021-06-01,12R_nlcd41_07,12R,41,5.0,162.0,227
2021-06-01,12R_nlcd42_07,12R,42,5.0,108.0,225
2021-06-01,12R_nlcd43_07,12R,43,5.0,77.0,226
2021-06-01,12R_nlcd52_07,12R,52,5.0,31.0,233
2021-06-01,12R_nlcd71_07,12R,71,6.0,26.0,213
2021-06-01,12R_nlcd81_07,12R,81,4.0,169.0,235
2021-06-01,12R_nlcd82_07,12R,82,6.0,50.0,240
2021-06-01,12R_nlcd90_07,12R,90,4.0,181.0,245
2021-06-01,12R_nlcd31_06,12R,31,5.0,63.0,225
2021-06-01,12R_nlcd41_06,12R,41,5.0,203.0,234
2021-06-01,12R_nlcd42_06,12R,42,4.0,81.0,220
2021-06-01,12R_nlcd43_06,12R,43,5.0,159.0,226
2021-06-01,12R_nlcd52_06,12R,52,4.0,21.0,240
2021-06-01,12R_nlcd71_06,12R,71,6.0,30.0,252
2021-06-01,12R_nlcd81_06,12R,81,4.0,99.0,221
2021-06-01,12R_nlcd82_06,12R,82,4.0,132.0,241
2021-06-01,12R_nlcd90_06,12R,90,5.0,160.0,219
2021-06-01,12R_nlcd31_05,12R,31,5.0,33.0,225
2021-06-01,12R_nlcd41_05,12R,41,4.0,190.0,235
2021-06-01,12R_nlcd42_05,12R,42,5.0,82.0,221
2021-06-01,12R_nlcd43_05,12R,43,4.0,175.0,235
2021-06-01,12R_nlcd52_05,12R,52,4.0,36.0,253
2021-06-01,12R_nlcd71_05,12R,71,6.0,19.0,213
2021-06-01,12R_nlcd81_05,12R,81,4.0,164.0,233
2021-06-01,12R_nlcd82_05,12R,82,4.0,160.0,241
2021-06-01,12R_nlcd90_05,12R,90,5.0,155.0,245
2021-06-01,12R_nlcd31_04,12R,31,5.0,62.0,229
2021-06-01,12R_nlcd41_04,12R,41,4.0,203.0,234
2021-06-01,12R_nlcd42_04,12R,42,4.0,34.0,223
2021-06-01,12R_nlcd43_04,12R,43,5.0,151.0,229
2021-06-01,12R_nlcd52_04,12R,52,5.0,87.0,226
2021-06-01,12R_nlcd71_04,12R,71,4.0,88.0,238
2021-06-01,12R_nlcd81_04,12R,81,5.0,70.0,245
2021-06-01,12R_nlcd82_04,12R,82,4.0,147.0,240
2021-06-01,12R_nlcd90_04,12R,90,4.0,208.0,234
2021-06-01,12R_nlcd31_03,12R,31,4.0,56.0,229
2021-06-01,12R_nlcd41_03,12R,41,5.0,203.0,234
2021-06-01,12R_nlcd42_03,12R,42,5.0,93.0,222
2021-06-01,12R_nlcd43_03,12R,43,5.0,53.0,225
2021-06-01,12R_nlcd52_03,12R,52,5.0,49.0,235
2021-06-01,12R_nlcd71_03,12R,71,5.0,10.0,234
2021-06-01,12R_nlcd81_03,12R,81,4.0,177.0,233
2021-06-01,12R_nlcd82_03,12R,82,6.0,100.0,240
2021-06-01,12R_nlcd90_03,12R,90,5.0,104.0,233
2021-06-01,12R_nlcd31_02,12R,31,5.0,26.0,229
2021-06-01,12R_nlcd41_02,12R,41,6.0,220.0,233
2021-06-01,12R_nlcd42_02,12R,42,5.0,116.0,234
2021-06-01,12R_nlcd43_02,12R,43,4.0,188.0,246
2021-06-01,12R_nlcd52_02,12R,52,4.0,52.0,237
2021-06-01,12R_nlcd71_02,12R,71,5.0,14.0,251
2021-06-01,12R_nlcd81_02,12R,81,4.0,107.0,236
2021-06-01,12R_nlcd82_02,12R,82,6.0,106.0,241
2021-06-01,12R_nlcd90_02,12R,90,4.0,195.0,235
2021-06-01,12R_nlcd31_01,12R,31,5.0,32.0,225
2021-06-01,12R_nlcd41_01,12R,41,6.0,184.0,234
2021-06-01,12R_nlcd42_01,12R,42,5.0,70.0,230
2021-06-01,12R_nlcd43_01,12R,43,4.0,165.0,235
2021-06-01,12R_nlcd52_01,12R,52,4.0,43.0,230
2021-06-01,12R_nlcd71_01,12R,71,4.0,4.0,240
2021-06-01,12R_nlcd81_01,12R,81,5.0,83.0,245
2021-06-01,12R_nlcd82_01,12R,82,6.0,50.0,241
2021-06-01,12R_nlcd90_01,12R,90,4.0,78.0,247
2021-06-01,12R_nlcd31_00,12R,31,6.0,26.0,221
2021-06-01,12R_nlcd41_00,12R,41,6.0,197.0,236
2021-06-01,12R_nlcd42_00,12R,42,5.0,75.0,236
2021-06-01,12R_nlcd43_00,12R,43,4.0,52.0,223
2021-06-01,12R_nlcd52_00,12R,52,5.0,114.0,224
2021-06-01,12R_nlcd71_00,12R,71,4.0,4.0,240
2021-06-01,12R_nlcd81_00,12R,81,4.0,170.0,233
2021-06-01,12R_nlcd82_00,12R,82,6.0,104.0,242
2021-06-01,12R_nlcd90_00,12R,90,5.0,182.0,234
2021-07-01,12R_nlcd31_08,12R,31,5.0,68.0,164
2021-07-01,12R_nlcd41_08,12R,41,5.0,154.0,154
2021-07-01,12R_nlcd42_08,12R,42,5.0,110.0,153
2021-07-01,12R_nlcd43_08,12R,43,4.0,113.0,152
2021-07-01,12R_nlcd52_08,12R,52,4.0,98.0,171
2021-07-01,12R_nlcd71_08,12R,71,5.0,50.0,145
2021-07-01,12R_nlcd81_08,12R,81,5.0,111.0,143
2021-07-01,12R_nlcd82_08,12R,82,4.0,90.0,174
2021-07-01,12R_nlcd90_08,12R,90,5.0,71.0,142
2021-07-01,12R_nlcd31_07,12R,31,5.0,69.0,165
2021-07-01,12R_nlcd41_07,12R,41,5.0,132.0,149
2021-07-01,12R_nlcd42_07,12R,42,5.0,106.0,162
2021-07-01,12R_nlcd43_07,12R,43,5.0,75.0,148
2021-07-01,12R_nlcd52_07,12R,52,4.0,73.0,158
2021-07-01,12R_nlcd71_07,12R,71,6.0,87.0,141
2021-07-01,12R_nlcd81_07,12R,81,6.0,139.0,159
2021-07-01,12R_nlcd82_07,12R,82,5.0,79.0,189
2021-07-01,12R_nlcd90_07,12R,90,5.0,144.0,176
2021-07-01,12R_nlcd31_06,12R,31,5.0,69.0,165
2021-07-01,12R_nlcd41_06,12R,41,5.0,149.0,154
2021-07-01,12R_nlcd42_06,12R,42,5.0,93.0,151
2021-07-01,12R_nlcd43_06,12R,43,5.0,120.0,161
2021-07-01,12R_nlcd52_06,12R,52,4.0,65.0,176
2021-07-01,12R_nlcd71_06,12R,71,6.0,77.0,185
2021-07-01,12R_nlcd81_06,12R,81,5.0,109.0,149
2021-07-01,12R_nlcd82_06,12R,82,6.0,184.0,189
2021-07-01,12R_nlcd90_06,12R,90,5.0,120.0,142
2021-07-01,12R_nlcd31_05,12R,31,5.0,62.0,165
2021-07-01,12R_nlcd41_05,12R,41,5.0,152.0,152
2021-07-01,12R_nlcd42_05,12R,42,5.0,93.0,145
2021-07-01,12R_nlcd43_05,12R,43,5.0,136.0,169
2021-07-01,12R_nlcd52_05,12R,52,4.0,73.0,178
2021-07-01,12R_nlcd71_05,12R,71,6.0,87.0,141
2021-07-01,12R_nlcd81_05,12R,81,5.0,132.0,168
2021-07-01,12R_nlcd82_05,12R,82,5.0,175.0,179
2021-07-01,12R_nlcd90_05,12R,90,5.0,142.0,177
2021-07-01,12R_nlcd31_04,12R,31,5.0,65.0,166
2021-07-01,12R_nlcd41_04,12R,41,4.0,137.0,158
2021-07-01,12R_nlcd42_04,12R,42,5.0,92.0,165
2021-07-01,12R_nlcd43_04,12R,43,5.0,124.0,164
2021-07-01,12R_nlcd52_04,12R,52,5.0,73.0,181
2021-07-01,12R_nlcd71_04,12R,71,6.0,80.0,177
2021-07-01,12R_nlcd81_04,12R,81,4.0,104.0,178
2021-07-01,12R_nlcd82_04,12R,82,6.0,166.0,174
2021-07-01,12R_nlcd90_04,12R,90,5.0,166.0,156
2021-07-01,12R_nlcd31_03,12R,31,5.0,68.0,166
2021-07-01,12R_nlcd41_03,12R,41,5.0,149.0,154
2021-07-01,12R_nlcd42_03,12R,42,5.0,93.0,143
2021-07-01,12R_nlcd43_03,12R,43,4.0,70.0,143
2021-07-01,12R_nlcd52_03,12R,52,5.0,87.0,159
2021-07-01,12R_nlcd71_03,12R,71,4.0,37.0,184
2021-07-01,12R_nlcd81_03,12R,81,6.0,150.0,154
2021-07-01,12R_nlcd82_03,12R,82,6.0,147.0,179
2021-07-01,12R_nlcd90_03,12R,90,5.0,98.0,154
2021-07-01,12R_nlcd31_02,12R,31,5.0,51.0,166
2021-07-01,12R_nlcd41_02,12R,41,6.0,153.0,157
2021-07-01,12R_nlcd42_02,12R,42,5.0,105.0,171
2021-07-01,12R_nlcd43_02,12R,43,5.0,143.0,177
2021-07-01,12R_nlcd52_02,12R,52,4.0,97.0,163
2021-07-01,12R_nlcd71_02,12R,71,4.0,34.0,184
2021-07-01,12R_nlcd81_02,12R,81,4.0,123.0,151
2021-07-01,12R_nlcd82_02,12R,82,6.0,162.0,189
2021-07-01,12R_nlcd90_02,12R,90,5.0,161.0,156
2021-07-01,12R_nlcd31_01,12R,31,5.0,58.0,164
2021-07-01,12R_nlcd41_01,12R,41,6.0,140.0,158
2021-07-01,12R_nlcd42_01,12R,42,5.0,77.0,173
2021-07-01,12R_nlcd43_01,12R,43,5.0,132.0,159
2021-07-01,12R_nlcd52_01,12R,52,5.0,95.0,155
2021-07-01,12R_nlcd71_01,12R,71,4.0,5.0,188
2021-07-01,12R_nlcd81_01,12R,81,5.0,90.0,181
2021-07-01,12R_nlcd82_01,12R,82,4.0,127.0,189
2021-07-01,12R_nlcd90_01,12R,90,5.0,92.0,176
2021-07-01,12R_nlcd31_00,12R,31,6.0,85.0,164
2021-07-01,12R_nlcd41_00,12R,41,6.0,150.0,160
2021-07-01,12R_nlcd42_00,12R,42,4.0,74.0,175
2021-07-01,12R_nlcd43_00,12R,43,5.0,87.0,147
2021-07-01,12R_nlcd52_00,12R,52,4.0,107.0,150
2021-07-01,12R_nlcd71_00,12R,71,5.0,16.0,188
2021-07-01,12R_nlcd81_00,12R,81,4.0,122.0,156
2021-07-01,12R_nlcd82_00,12R,82,6.0,172.0,189
2021-07-01,12R_nlcd90_00,12R,90,4.0,131.0,157
2021-08-01,12R_nlcd31_08,12R,31,4.0,57.0,157
2021-08-01,12R_nlcd41_08,12R,41,4.0,155.0,163
2021-08-01,12R_nlcd42_08,12R,42,4.0,143.0,153
2021-08-01,12R_nlcd43_08,12R,43,4.0,138.0,161
2021-08-01,12R_nlcd52_08,12R,52,5.0,99.0,163
2021-08-01,12R_nlcd71_08,12R,71,6.0,106.0,140
2021-08-01,12R_nlcd81_08,12R,81,5.0,139.0,146
2021-08-01,12R_nlcd82_08,12R,82,4.0,52.0,163
2021-08-01,12R_nlcd90_08,12R,90,4.0,120.0,145
2021-08-01,12R_nlcd31_07,12R,31,4.0,56.0,157
2021-08-01,12R_nlcd41_07,12R,41,4.0,144.0,152
2021-08-01,12R_nlcd42_07,12R,42,5.0,122.0,147
2021-08-01,12R_nlcd43_07,12R,43,4.0,116.0,152
2021-08-01,12R_nlcd52_07,12R,52,5.0,110.0,161
2021-08-01,12R_nlcd71_07,12R,71,6.0,116.0,144
2021-08-01,12R_nlcd81_07,12R,81,5.0,156.0,166
2021-08-01,12R_nlcd82_07,12R,82,6.0,92.0,171
2021-08-01,12R_nlcd90_07,12R,90,4.0,160.0,175
2021-08-01,12R_nlcd31_06,12R,31,4.0,56.0,157
2021-08-01,12R_nlcd41_06,12R,41,4.0,145.0,163
2021-08-01,12R_nlcd42_06,12R,42,4.0,130.0,153
2021-08-01,12R_nlcd43_06,12R,43,5.0,156.0,158
2021-08-01,12R_nlcd52_06,12R,52,5.0,65.0,166
2021-08-01,12R_nlcd71_06,12R,71,6.0,111.0,168
2021-08-01,12R_nlcd81_06,12R,81,4.0,129.0,150
2021-08-01,12R_nlcd82_06,12R,82,4.0,182.0,171
2021-08-01,12R_nlcd90_06,12R,90,5.0,134.0,145
2021-08-01,12R_nlcd31_05,12R,31,4.0,51.0,157
2021-08-01,12R_nlcd41_05,12R,41,5.0,173.0,163
2021-08-01,12R_nlcd42_05,12R,42,4.0,116.0,145
2021-08-01,12R_nlcd43_05,12R,43,4.0,151.0,166
2021-08-01,12R_nlcd52_05,12R,52,5.0,84.0,166
2021-08-01,12R_nlcd71_05,12R,71,6.0,111.0,144
2021-08-01,12R_nlcd81_05,12R,81,5.0,150.0,165
2021-08-01,12R_nlcd82_05,12R,82,6.0,179.0,169
2021-08-01,12R_nlcd90_05,12R,90,5.0,160.0,177
2021-08-01,12R_nlcd31_04,12R,31,5.0,69.0,158
2021-08-01,12R_nlcd41_04,12R,41,4.0,156.0,165
2021-08-01,12R_nlcd42_04,12R,42,5.0,111.0,158
2021-08-01,12R_nlcd43_04,12R,43,4.0,143.0,161
2021-08-01,12R_nlcd52_04,12R,52,4.0,78.0,165
2021-08-01,12R_nlcd71_04,12R,71,6.0,113.0,161
2021-08-01,12R_nlcd81_04,12R,81,5.0,135.0,164
2021-08-01,12R_nlcd82_04,12R,82,5.0,147.0,163
2021-08-01,12R_nlcd90_04,12R,90,4.0,161.0,165
2021-08-01,12R_nlcd31_03,12R,31,4.0,65.0,158
2021-08-01,12R_nlcd41_03,12R,41,4.0,145.0,163
2021-08-01,12R_nlcd42_03,12R,42,5.0,122.0,144
2021-08-01,12R_nlcd43_03,12R,43,4.0,98.0,140
2021-08-01,12R_nlcd52_03,12R,52,4.0,104.0,164
2021-08-01,12R_nlcd71_03,12R,71,4.0,47.0,167
2021-08-01,12R_nlcd81_03,12R,81,6.0,160.0,163
2021-08-01,12R_nlcd82_03,12R,82,4.0,182.0,169
2021-08-01,12R_nlcd90_03,12R,90,4.0,109.0,163
2021-08-01,12R_nlcd31_02,12R,31,5.0,26.0,158
2021-08-01,12R_nlcd41_02,12R,41,6.0,165.0,165
2021-08-01,12R_nlcd42_02,12R,42,5.0,107.0,155
2021-08-01,12R_nlcd43_02,12R,43,5.0,172.0,176
2021-08-01,12R_nlcd52_02,12R,52,5.0,99.0,161
2021-08-01,12R_nlcd71_02,12R,71,4.0,95.0,167
2021-08-01,12R_nlcd81_02,12R,81,4.0,139.0,162
2021-08-01,12R_nlcd82_02,12R,82,5.0,181.0,172
2021-08-01,12R_nlcd90_02,12R,90,4.0,159.0,165
2021-08-01,12R_nlcd31_01,12R,31,4.0,59.0,157
2021-08-01,12R_nlcd41_01,12R,41,6.0,160.0,165
2021-08-01,12R_nlcd42_01,12R,42,5.0,96.0,157
2021-08-01,12R_nlcd43_01,12R,43,4.0,144.0,166
2021-08-01,12R_nlcd52_01,12R,52,4.0,110.0,155
2021-08-01,12R_nlcd71_01,12R,71,4.0,13.0,170
2021-08-01,12R_nlcd81_01,12R,81,4.0,114.0,164
2021-08-01,12R_nlcd82_01,12R,82,5.0,154.0,172
2021-08-01,12R_nlcd90_01,12R,90,4.0,118.0,164
2021-08-01,12R_nlcd31_00,12R,31,6.0,74.0,151
2021-08-01,12R_nlcd41_00,12R,41,6.0,160.0,166
2021-08-01,12R_nlcd42_00,12R,42,4.0,89.0,160
2021-08-01,12R_nlcd43_00,12R,43,4.0,99.0,149
2021-08-01,12R_nlcd52_00,12R,52,5.0,155.0,155
2021-08-01,12R_nlcd71_00,12R,71,5.0,16.0,170
2021-08-01,12R_nlcd81_00,12R,81,4.0,144.0,164
2021-08-01,12R_nlcd82_00,12R,82,5.0,191.0,172
2021-08-01,12R_nlcd90_00,12R,90,4.0,157.0,165
2021-09-01,12R_nlcd31_08,12R,31,4.0,46.0,134
2021-09-01,12R_nlcd41_08,12R,41,4.0,127.0,146
2021-09-01,12R_nlcd42_08,12R,42,5.0,110.0,132
2021-09-01,12R_nlcd43_08,12R,43,4.0,98.0,143
2021-09-01,12R_nlcd52_08,12R,52,5.0,68.0,141
2021-09-01,12R_nlcd71_08,12R,71,6.0,101.0,131
2021-09-01,12R_nlcd81_08,12R,81,5.0,116.0,127
2021-09-01,12R_nlcd82_08,12R,82,5.0,78.0,141
2021-09-01,12R_nlcd90_08,12R,90,4.0,110.0,130
2021-09-01,12R_nlcd31_07,12R,31,4.0,42.0,135
2021-09-01,12R_nlcd41_07,12R,41,4.0,118.0,135
2021-09-01,12R_nlcd42_07,12R,42,4.0,104.0,130
2021-09-01,12R_nlcd43_07,12R,43,5.0,99.0,137
2021-09-01,12R_nlcd52_07,12R,52,5.0,74.0,144
2021-09-01,12R_nlcd71_07,12R,71,6.0,85.0,124
2021-09-01,12R_nlcd81_07,12R,81,5.0,123.0,148
2021-09-01,12R_nlcd82_07,12R,82,5.0,74.0,146
2021-09-01,12R_nlcd90_07,12R,90,4.0,129.0,148
2021-09-01,12R_nlcd31_06,12R,31,4.0,42.0,135
2021-09-01,12R_nlcd41_06,12R,41,4.0,105.0,146
2021-09-01,12R_nlcd42_06,12R,42,5.0,98.0,130
2021-09-01,12R_nlcd43_06,12R,43,4.0,114.0,135
2021-09-01,12R_nlcd52_06,12R,52,4.0,34.0,144
2021-09-01,12R_nlcd71_06,12R,71,5.0,68.0,146
2021-09-01,12R_nlcd81_06,12R,81,4.0,107.0,129
2021-09-01,12R_nlcd82_06,12R,82,5.0,117.0,146
2021-09-01,12R_nlcd90_06,12R,90,5.0,118.0,126
2021-09-01,12R_nlcd31_05,12R,31,5.0,39.0,135
2021-09-01,12R_nlcd41_05,12R,41,5.0,147.0,146
2021-09-01,12R_nlcd42_05,12R,42,4.0,112.0,132
2021-09-01,12R_nlcd43_05,12R,43,4.0,124.0,141
2021-09-01,12R_nlcd52_05,12R,52,4.0,62.0,149
2021-09-01,12R_nlcd71_05,12R,71,5.0,80.0,124
2021-09-01,12R_nlcd81_05,12R,81,4.0,125.0,140
2021-09-01,12R_nlcd82_05,12R,82,5.0,148.0,145
2021-09-01,12R_nlcd90_05,12R,90,4.0,115.0,149
2021-09-01,12R_nlcd31_04,12R,31,4.0,58.0,136
2021-09-01,12R_nlcd41_04,12R,41,5.0,144.0,148
2021-09-01,12R_nlcd42_04,12R,42,5.0,84.0,134
2021-09-01,12R_nlcd43_04,12R,43,5.0,133.0,137
2021-09-01,12R_nlcd52_04,12R,52,5.0,66.0,138
2021-09-01,12R_nlcd71_04,12R,71,6.0,86.0,140
2021-09-01,12R_nlcd81_04,12R,81,4.0,93.0,143
2021-09-01,12R_nlcd82_04,12R,82,6.0,63.0,141
2021-09-01,12R_nlcd90_04,12R,90,5.0,146.0,147
2021-09-01,12R_nlcd31_03,12R,31,4.0,57.0,136
2021-09-01,12R_nlcd41_03,12R,41,4.0,105.0,146
2021-09-01,12R_nlcd42_03,12R,42,4.0,110.0,129
2021-09-01,12R_nlcd43_03,12R,43,5.0,92.0,129
2021-09-01,12R_nlcd52_03,12R,52,4.0,73.0,147
2021-09-01,12R_nlcd71_03,12R,71,5.0,36.0,141
2021-09-01,12R_nlcd81_03,12R,81,6.0,128.0,145
2021-09-01,12R_nlcd82_03,12R,82,4.0,153.0,145
2021-09-01,12R_nlcd90_03,12R,90,5.0,84.0,144
2021-09-01,12R_nlcd31_02,12R,31,4.0,17.0,136
2021-09-01,12R_nlcd41_02,12R,41,6.0,140.0,148
2021-09-01,12R_nlcd42_02,12R,42,5.0,90.0,135
2021-09-01,12R_nlcd43_02,12R,43,4.0,130.0,149
2021-09-01,12R_nlcd52_02,12R,52,5.0,82.0,141
2021-09-01,12R_nlcd71_02,12R,71,5.0,64.0,146
2021-09-01,12R_nlcd81_02,12R,81,4.0,110.0,145
2021-09-01,12R_nlcd82_02,12R,82,5.0,130.0,146
2021-09-01,12R_nlcd90_02,12R,90,5.0,146.0,147
2021-09-01,12R_nlcd31_01,12R,31,5.0,39.0,135
2021-09-01,12R_nlcd41_01,12R,41,6.0,128.0,148
2021-09-01,12R_nlcd42_01,12R,42,4.0,78.0,136
2021-09-01,12R_nlcd43_01,12R,43,4.0,123.0,149
2021-09-01,12R_nlcd52_01,12R,52,5.0,87.0,135
2021-09-01,12R_nlcd71_01,12R,71,4.0,12.0,146
2021-09-01,12R_nlcd81_01,12R,81,4.0,96.0,142
2021-09-01,12R_nlcd82_01,12R,82,4.0,115.0,146
2021-09-01,12R_nlcd90_01,12R,90,4.0,103.0,146
2021-09-01,12R_nlcd31_00,12R,31,6.0,59.0,131
2021-09-01,12R_nlcd41_00,12R,41,6.0,129.0,149
2021-09-01,12R_nlcd42_00,12R,42,4.0,76.0,137
2021-09-01,12R_nlcd43_00,12R,43,5.0,76.0,131
2021-09-01,12R_nlcd52_00,12R,52,5.0,108.0,138
2021-09-01,12R_nlcd71_00,12R,71,4.0,10.0,146
2021-09-01,12R_nlcd81_00,12R,81,4.0,122.0,147
2021-09-01,12R_nlcd82_00,12R,82,6.0,145.0,146
2021-09-01,12R_nlcd90_00,12R,90,4.0,126.0,148
2021-10-01,12R_nlcd31_08,12R,31,4.0,18.0,136
2021-10-01,12R_nlcd41_08,12R,41,5.0,95.0,134
2021-10-01,12R_nlcd42_08,12R,42,5.0,73.0,128
2021-10-01,12R_nlcd43_08,12R,43,5.0,64.0,131
2021-10-01,12R_nlcd52_08,12R,52,4.0,51.0,147
2021-10-01,12R_nlcd71_08,12R,71,5.0,46.0,131
2021-10-01,12R_nlcd81_08,12R,81,5.0,72.0,126
2021-10-01,12R_nlcd82_08,12R,82,5.0,111.0,150
2021-10-01,12R_nlcd90_08,12R,90,4.0,89.0,126
2021-10-01,12R_nlcd31_07,12R,31,4.0,19.0,137
2021-10-01,12R_nlcd41_07,12R,41,4.0,76.0,128
2021-10-01,12R_nlcd42_07,12R,42,5.0,70.0,138
2021-10-01,12R_nlcd43_07,12R,43,5.0,47.0,127
2021-10-01,12R_nlcd52_07,12R,52,4.0,49.0,131
2021-10-01,12R_nlcd71_07,12R,71,5.0,47.0,116
2021-10-01,12R_nlcd81_07,12R,81,6.0,64.0,134
2021-10-01,12R_nlcd82_07,12R,82,5.0,47.0,143
2021-10-01,12R_nlcd90_07,12R,90,4.0,99.0,150
2021-10-01,12R_nlcd31_06,12R,31,4.0,19.0,137
2021-10-01,12R_nlcd41_06,12R,41,4.0,64.0,134
2021-10-01,12R_nlcd42_06,12R,42,5.0,64.0,125
2021-10-01,12R_nlcd43_06,12R,43,5.0,93.0,133
2021-10-01,12R_nlcd52_06,12R,52,5.0,20.0,153
2021-10-01,12R_nlcd71_06,12R,71,5.0,57.0,155
2021-10-01,12R_nlcd81_06,12R,81,4.0,74.0,122
2021-10-01,12R_nlcd82_06,12R,82,4.0,61.0,144
2021-10-01,12R_nlcd90_06,12R,90,4.0,75.0,124
2021-10-01,12R_nlcd31_05,12R,31,5.0,40.0,137
2021-10-01,12R_nlcd41_05,12R,41,5.0,100.0,136
2021-10-01,12R_nlcd42_05,12R,42,5.0,59.0,124
2021-10-01,12R_nlcd43_05,12R,43,4.0,95.0,142
2021-10-01,12R_nlcd52_05,12R,52,5.0,34.0,157
2021-10-01,12R_nlcd71_05,12R,71,4.0,41.0,116
2021-10-01,12R_nlcd81_05,12R,81,4.0,88.0,140
2021-10-01,12R_nlcd82_05,12R,82,4.0,102.0,153
2021-10-01,12R_nlcd90_05,12R,90,4.0,80.0,149
2021-10-01,12R_nlcd31_04,12R,31,5.0,42.0,140
2021-10-01,12R_nlcd41_04,12R,41,5.0,104.0,133
2021-10-01,12R_nlcd42_04,12R,42,5.0,40.0,135
2021-10-01,12R_nlcd43_04,12R,43,4.0,85.0,135
2021-10-01,12R_nlcd52_04,12R,52,5.0,53.0,131
2021-10-01,12R_nlcd71_04,12R,71,5.0,73.0,147
2021-10-01,12R_nlcd81_04,12R,81,5.0,81.0,150
2021-10-01,12R_nlcd82_04,12R,82,5.0,31.0,151
2021-10-01,12R_nlcd90_04,12R,90,4.0,95.0,134
2021-10-01,12R_nlcd31_03,12R,31,5.0,41.0,140
2021-10-01,12R_nlcd41_03,12R,41,4.0,64.0,134
2021-10-01,12R_nlcd42_03,12R,42,5.0,74.0,128
2021-10-01,12R_nlcd43_03,12R,43,4.0,60.0,130
2021-10-01,12R_nlcd52_03,12R,52,4.0,41.0,134
2021-10-01,12R_nlcd71_03,12R,71,4.0,15.0,136
2021-10-01,12R_nlcd81_03,12R,81,6.0,91.0,134
2021-10-01,12R_nlcd82_03,12R,82,5.0,92.0,153
2021-10-01,12R_nlcd90_03,12R,90,4.0,39.0,133
2021-10-01,12R_nlcd31_02,12R,31,4.0,8.0,140
2021-10-01,12R_nlcd41_02,12R,41,6.0,107.0,133
2021-10-01,12R_nlcd42_02,12R,42,5.0,63.0,143
2021-10-01,12R_nlcd43_02,12R,43,4.0,96.0,151
2021-10-01,12R_nlcd52_02,12R,52,4.0,59.0,140
2021-10-01,12R_nlcd71_02,12R,71,5.0,45.0,155
2021-10-01,12R_nlcd81_02,12R,81,4.0,47.0,137
