date,point_id,mgrs,nlcd,count,et,eto
2018-05-01,12R_nlcd42_06,12R,42,4.0,92.0,222
2018-05-01,12R_nlcd43_06,12R,43,5.0,150.0,230
2018-05-01,12R_nlcd52_06,12R,52,6.0,12.0,250
2018-05-01,12R_nlcd71_06,12R,71,6.0,8.0,260
2018-05-01,12R_nlcd81_06,12R,81,5.0,103.0,222
2018-05-01,12R_nlcd82_06,12R,82,5.0,41.0,247
2018-05-01,12R_nlcd90_06,12R,90,5.0,188.0,223
2018-05-01,12R_nlcd31_05,12R,31,5.0,20.0,231
2018-05-01,12R_nlcd41_05,12R,41,5.0,189.0,236
2018-05-01,12R_nlcd42_05,12R,42,5.0,90.0,226
2018-05-01,12R_nlcd43_05,12R,43,5.0,190.0,240
2018-05-01,12R_nlcd52_05,12R,52,4.0,38.0,263
2018-05-01,12R_nlcd71_05,12R,71,5.0,41.0,216
2018-05-01,12R_nlcd81_05,12R,81,4.0,157.0,238
2018-05-01,12R_nlcd82_05,12R,82,6.0,210.0,246
2018-05-01,12R_nlcd90_05,12R,90,4.0,126.0,249
2018-05-01,12R_nlcd31_04,12R,31,4.0,77.0,235
2018-05-01,12R_nlcd41_04,12R,41,5.0,207.0,233
2018-05-01,12R_nlcd42_04,12R,42,5.0,47.0,227
2018-05-01,12R_nlcd43_04,12R,43,4.0,146.0,233
2018-05-01,12R_nlcd52_04,12R,52,4.0,49.0,229
2018-05-01,12R_nlcd71_04,12R,71,4.0,48.0,248
2018-05-01,12R_nlcd81_04,12R,81,4.0,88.0,252
2018-05-01,12R_nlcd82_04,12R,82,5.0,44.0,251
2018-05-01,12R_nlcd90_04,12R,90,5.0,207.0,234
2018-05-01,12R_nlcd31_03,12R,31,5.0,55.0,235
2018-05-01,12R_nlcd41_03,12R,41,6.0,157.0,235
2018-05-01,12R_nlcd42_03,12R,42,4.0,97.0,226
2018-05-01,12R_nlcd43_03,12R,43,5.0,61.0,229
2018-05-01,12R_nlcd52_03,12R,52,4.0,31.0,233
2018-05-01,12R_nlcd71_03,12R,71,4.0,4.0,236
2018-05-01,12R_nlcd81_03,12R,81,5.0,128.0,235
2018-05-01,12R_nlcd82_03,12R,82,5.0,178.0,246
2018-05-01,12R_nlcd90_03,12R,90,5.0,108.0,232
2018-05-01,12R_nlcd31_02,12R,31,5.0,21.0,235
2018-05-01,12R_nlcd41_02,12R,41,4.0,227.0,232
2018-05-01,12R_nlcd42_02,12R,42,4.0,91.0,240
2018-05-01,12R_nlcd43_02,12R,43,4.0,181.0,251
2018-05-01,12R_nlcd52_02,12R,52,5.0,48.0,243
2018-05-01,12R_nlcd71_02,12R,71,4.0,14.0,259
2018-05-01,12R_nlcd81_02,12R,81,5.0,11.0,237
2018-05-01,12R_nlcd82_02,12R,82,6.0,56.0,248
2018-05-01,12R_nlcd90_02,12R,90,4.0,175.0,235
2018-05-01,12R_nlcd31_01,12R,31,5.0,23.0,230
2018-05-01,12R_nlcd41_01,12R,41,5.0,156.0,233
2018-05-01,12R_nlcd42_01,12R,42,4.0,67.0,238
2018-05-01,12R_nlcd43_01,12R,43,4.0,181.0,235
2018-05-01,12R_nlcd52_01,12R,52,4.0,43.0,236
2018-05-01,12R_nlcd71_01,12R,71,5.0,9.0,246
2018-05-01,12R_nlcd81_01,12R,81,5.0,103.0,254
2018-05-01,12R_nlcd82_01,12R,82,5.0,74.0,247
2018-05-01,12R_nlcd90_01,12R,90,4.0,62.0,256
2018-05-01,12R_nlcd31_00,12R,31,4.0,2.0,228
2018-05-01,12R_nlcd41_00,12R,41,5.0,189.0,236
2018-05-01,12R_nlcd42_00,12R,42,5.0,63.0,243
2018-05-01,12R_nlcd43_00,12R,43,4.0,43.0,226
2018-05-01,12R_nlcd52_00,12R,52,5.0,112.0,221
2018-05-01,12R_nlcd71_00,12R,71,5.0,4.0,246
2018-05-01,12R_nlcd81_00,12R,81,4.0,147.0,231
2018-05-01,12R_nlcd82_00,12R,82,5.0,61.0,248
2018-05-01,12R_nlcd90_00,12R,90,5.0,163.0,232
2018-06-01,12R_nlcd31_08,12R,31,5.0,25.0,220
2018-06-01,12R_nlcd41_08,12R,41,4.0,153.0,235
2018-06-01,12R_nlcd42_08,12R,42,5.0,98.0,218
2018-06-01,12R_nlcd43_08,12R,43,5.0,92.0,235
2018-06-01,12R_nlcd52_08,12R,52,4.0,36.0,232
2018-06-01,12R_nlcd71_08,12R,71,5.0,47.0,228
2018-06-01,12R_nlcd81_08,12R,81,5.0,151.0,220
2018-06-01,12R_nlcd82_08,12R,82,6.0,24.0,236
2018-06-01,12R_nlcd90_08,12R,90,4.0,165.0,224
2018-06-01,12R_nlcd31_07,12R,31,5.0,40.0,222
2018-06-01,12R_nlcd41_07,12R,41,4.0,145.0,230
2018-06-01,12R_nlcd42_07,12R,42,5.0,96.0,225
2018-06-01,12R_nlcd43_07,12R,43,4.0,87.0,228
2018-06-01,12R_nlcd52_07,12R,52,4.0,39.0,234
2018-06-01,12R_nlcd71_07,12R,71,4.0,32.0,212
2018-06-01,12R_nlcd81_07,12R,81,6.0,163.0,235
2018-06-01,12R_nlcd82_07,12R,82,6.0,53.0,242
2018-06-01,12R_nlcd90_07,12R,90,4.0,178.0,241
2018-06-01,12R_nlcd31_06,12R,31,5.0,40.0,222
2018-06-01,12R_nlcd41_06,12R,41,6.0,197.0,235
2018-06-01,12R_nlcd42_06,12R,42,5.0,68.0,217
2018-06-01,12R_nlcd43_06,12R,43,5.0,150.0,222
2018-06-01,12R_nlcd52_06,12R,52,6.0,19.0,239
2018-06-01,12R_nlcd71_06,12R,71,6.0,17.0,250
2018-06-01,12R_nlcd81_06,12R,81,5.0,115.0,217
2018-06-01,12R_nlcd82_06,12R,82,5.0,127.0,243
2018-06-01,12R_nlcd90_06,12R,90,4.0,179.0,219
2018-06-01,12R_nlcd31_05,12R,31,5.0,17.0,222
2018-06-01,12R_nlcd41_05,12R,41,4.0,193.0,237
2018-06-01,12R_nlcd42_05,12R,42,5.0,83.0,224
2018-06-01,12R_nlcd43_05,12R,43,5.0,183.0,230
2018-06-01,12R_nlcd52_05,12R,52,4.0,42.0,251
2018-06-01,12R_nlcd71_05,12R,71,5.0,38.0,212
2018-06-01,12R_nlcd81_05,12R,81,5.0,142.0,229
2018-06-01,12R_nlcd82_05,12R,82,6.0,149.0,237
2018-06-01,12R_nlcd90_05,12R,90,4.0,146.0,241
2018-06-01,12R_nlcd31_04,12R,31,4.0,76.0,225
2018-06-01,12R_nlcd41_04,12R,41,4.0,196.0,232
2018-06-01,12R_nlcd42_04,12R,42,4.0,35.0,219
2018-06-01,12R_nlcd43_04,12R,43,5.0,140.0,224
2018-06-01,12R_nlcd52_04,12R,52,5.0,66.0,229
2018-06-01,12R_nlcd71_04,12R,71,5.0,30.0,239
2018-06-01,12R_nlcd81_04,12R,81,5.0,61.0,242
2018-06-01,12R_nlcd82_04,12R,82,4.0,99.0,240
2018-06-01,12R_nlcd90_04,12R,90,5.0,207.0,234
2018-06-01,12R_nlcd31_03,12R,31,4.0,66.0,225
2018-06-01,12R_nlcd41_03,12R,41,6.0,197.0,235
2018-06-01,12R_nlcd42_03,12R,42,5.0,102.0,222
2018-06-01,12R_nlcd43_03,12R,43,4.0,67.0,224
2018-06-01,12R_nlcd52_03,12R,52,5.0,38.0,237
2018-06-01,12R_nlcd71_03,12R,71,4.0,10.0,233
2018-06-01,12R_nlcd81_03,12R,81,5.0,149.0,234
2018-06-01,12R_nlcd82_03,12R,82,5.0,157.0,237
2018-06-01,12R_nlcd90_03,12R,90,4.0,91.0,236
2018-06-01,12R_nlcd31_02,12R,31,5.0,23.0,225
2018-06-01,12R_nlcd41_02,12R,41,6.0,225.0,232
2018-06-01,12R_nlcd42_02,12R,42,5.0,112.0,233
2018-06-01,12R_nlcd43_02,12R,43,4.0,192.0,242
2018-06-01,12R_nlcd52_02,12R,52,4.0,40.0,235
2018-06-01,12R_nlcd71_02,12R,71,5.0,11.0,249
2018-06-01,12R_nlcd81_02,12R,81,5.0,17.0,238
2018-06-01,12R_nlcd82_02,12R,82,6.0,137.0,244
2018-06-01,12R_nlcd90_02,12R,90,4.0,176.0,235
2018-06-01,12R_nlcd31_01,12R,31,5.0,16.0,221
2018-06-01,12R_nlcd41_01,12R,41,4.0,149.0,233
2018-06-01,12R_nlcd42_01,12R,42,5.0,56.0,233
2018-06-01,12R_nlcd43_01,12R,43,4.0,174.0,235
2018-06-01,12R_nlcd52_01,12R,52,4.0,38.0,228
2018-06-01,12R_nlcd71_01,12R,71,5.0,9.0,240
2018-06-01,12R_nlcd81_01,12R,81,5.0,115.0,243
2018-06-01,12R_nlcd82_01,12R,82,6.0,119.0,243
2018-06-01,12R_nlcd90_01,12R,90,4.0,67.0,245
2018-06-01,12R_nlcd31_00,12R,31,6.0,18.0,218
2018-06-01,12R_nlcd41_00,12R,41,6.0,190.0,236
2018-06-01,12R_nlcd42_00,12R,42,5.0,65.0,234
2018-06-01,12R_nlcd43_00,12R,43,4.0,53.0,221
2018-06-01,12R_nlcd52_00,12R,52,4.0,135.0,222
2018-06-01,12R_nlcd71_00,12R,71,6.0,10.0,241
2018-06-01,12R_nlcd81_00,12R,81,4.0,158.0,231
2018-06-01,12R_nlcd82_00,12R,82,6.0,203.0,244
2018-06-01,12R_nlcd90_00,12R,90,5.0,159.0,232
2018-07-01,12R_nlcd31_08,12R,31,5.0,47.0,196
2018-07-01,12R_nlcd41_08,12R,41,4.0,134.0,181
2018-07-01,12R_nlcd42_08,12R,42,5.0,85.0,184
2018-07-01,12R_nlcd43_08,12R,43,5.0,101.0,182
2018-07-01,12R_nlcd52_08,12R,52,4.0,58.0,209
2018-07-01,12R_nlcd71_08,12R,71,5.0,82.0,177
2018-07-01,12R_nlcd81_08,12R,81,4.0,143.0,176
2018-07-01,12R_nlcd82_08,12R,82,5.0,40.0,211
2018-07-01,12R_nlcd90_08,12R,90,5.0,136.0,174
2018-07-01,12R_nlcd31_07,12R,31,4.0,31.0,197
2018-07-01,12R_nlcd41_07,12R,41,5.0,145.0,179
2018-07-01,12R_nlcd42_07,12R,42,4.0,88.0,193
2018-07-01,12R_nlcd43_07,12R,43,5.0,85.0,177
2018-07-01,12R_nlcd52_07,12R,52,5.0,74.0,182
2018-07-01,12R_nlcd71_07,12R,71,4.0,53.0,170
2018-07-01,12R_nlcd81_07,12R,81,5.0,168.0,183
2018-07-01,12R_nlcd82_07,12R,82,6.0,81.0,219
2018-07-01,12R_nlcd90_07,12R,90,4.0,171.0,208
2018-07-01,12R_nlcd31_06,12R,31,4.0,31.0,197
2018-07-01,12R_nlcd41_06,12R,41,6.0,162.0,181
2018-07-01,12R_nlcd42_06,12R,42,5.0,77.0,183
2018-07-01,12R_nlcd43_06,12R,43,4.0,143.0,192
2018-07-01,12R_nlcd52_06,12R,52,5.0,50.0,214
2018-07-01,12R_nlcd71_06,12R,71,5.0,26.0,215
2018-07-01,12R_nlcd81_06,12R,81,5.0,126.0,182
2018-07-01,12R_nlcd82_06,12R,82,4.0,209.0,220
2018-07-01,12R_nlcd90_06,12R,90,4.0,176.0,176
2018-07-01,12R_nlcd31_05,12R,31,5.0,45.0,196
2018-07-01,12R_nlcd41_05,12R,41,5.0,188.0,183
2018-07-01,12R_nlcd42_05,12R,42,4.0,83.0,174
2018-07-01,12R_nlcd43_05,12R,43,5.0,163.0,200
2018-07-01,12R_nlcd52_05,12R,52,5.0,65.0,212
2018-07-01,12R_nlcd71_05,12R,71,5.0,72.0,170
2018-07-01,12R_nlcd81_05,12R,81,5.0,131.0,198
2018-07-01,12R_nlcd82_05,12R,82,6.0,61.0,217
2018-07-01,12R_nlcd90_05,12R,90,5.0,150.0,208
2018-07-01,12R_nlcd31_04,12R,31,5.0,84.0,199
2018-07-01,12R_nlcd41_04,12R,41,5.0,173.0,180
2018-07-01,12R_nlcd42_04,12R,42,5.0,79.0,196
2018-07-01,12R_nlcd43_04,12R,43,5.0,126.0,194
2018-07-01,12R_nlcd52_04,12R,52,5.0,85.0,208
2018-07-01,12R_nlcd71_04,12R,71,5.0,55.0,207
2018-07-01,12R_nlcd81_04,12R,81,5.0,66.0,209
2018-07-01,12R_nlcd82_04,12R,82,4.0,175.0,212
2018-07-01,12R_nlcd90_04,12R,90,4.0,148.0,181
2018-07-01,12R_nlcd31_03,12R,31,5.0,85.0,199
2018-07-01,12R_nlcd41_03,12R,41,6.0,162.0,181
2018-07-01,12R_nlcd42_03,12R,42,4.0,94.0,177
2018-07-01,12R_nlcd43_03,12R,43,5.0,91.0,177
2018-07-01,12R_nlcd52_03,12R,52,5.0,51.0,184
2018-07-01,12R_nlcd71_03,12R,71,4.0,12.0,212
2018-07-01,12R_nlcd81_03,12R,81,4.0,134.0,181
2018-07-01,12R_nlcd82_03,12R,82,6.0,137.0,217
2018-07-01,12R_nlcd90_03,12R,90,4.0,83.0,183
2018-07-01,12R_nlcd31_02,12R,31,5.0,52.0,200
2018-07-01,12R_nlcd41_02,12R,41,6.0,178.0,180
2018-07-01,12R_nlcd42_02,12R,42,5.0,129.0,202
2018-07-01,12R_nlcd43_02,12R,43,4.0,182.0,208
2018-07-01,12R_nlcd52_02,12R,52,5.0,73.0,197
2018-07-01,12R_nlcd71_02,12R,71,5.0,10.0,214
2018-07-01,12R_nlcd81_02,12R,81,5.0,66.0,183
2018-07-01,12R_nlcd82_02,12R,82,6.0,195.0,220
2018-07-01,12R_nlcd90_02,12R,90,4.0,147.0,181
2018-07-01,12R_nlcd31_01,12R,31,5.0,44.0,196
2018-07-01,12R_nlcd41_01,12R,41,4.0,126.0,181
2018-07-01,12R_nlcd42_01,12R,42,4.0,65.0,205
2018-07-01,12R_nlcd43_01,12R,43,4.0,138.0,183
2018-07-01,12R_nlcd52_01,12R,52,4.0,40.0,189
2018-07-01,12R_nlcd71_01,12R,71,5.0,18.0,218
2018-07-01,12R_nlcd81_01,12R,81,5.0,126.0,210
2018-07-01,12R_nlcd82_01,12R,82,5.0,177.0,220
2018-07-01,12R_nlcd90_01,12R,90,4.0,81.0,211
2018-07-01,12R_nlcd31_00,12R,31,5.0,46.0,194
2018-07-01,12R_nlcd41_00,12R,41,6.0,165.0,185
2018-07-01,12R_nlcd42_00,12R,42,5.0,75.0,203
2018-07-01,12R_nlcd43_00,12R,43,4.0,70.0,180
2018-07-01,12R_nlcd52_00,12R,52,4.0,126.0,173
2018-07-01,12R_nlcd71_00,12R,71,6.0,31.0,218
2018-07-01,12R_nlcd81_00,12R,81,4.0,137.0,179
2018-07-01,12R_nlcd82_00,12R,82,5.0,237.0,221
2018-07-01,12R_nlcd90_00,12R,90,5.0,142.0,180
2018-08-01,12R_nlcd31_08,12R,31,5.0,32.0,168
2018-08-01,12R_nlcd41_08,12R,41,4.0,143.0,172
2018-08-01,12R_nlcd42_08,12R,42,4.0,112.0,160
2018-08-01,12R_nlcd43_08,12R,43,4.0,120.0,165
2018-08-01,12R_nlcd52_08,12R,52,4.0,80.0,180
2018-08-01,12R_nlcd71_08,12R,71,5.0,97.0,150
2018-08-01,12R_nlcd81_08,12R,81,4.0,139.0,155
2018-08-01,12R_nlcd82_08,12R,82,6.0,55.0,177
2018-08-01,12R_nlcd90_08,12R,90,5.0,125.0,154
2018-08-01,12R_nlcd31_07,12R,31,5.0,48.0,169
2018-08-01,12R_nlcd41_07,12R,41,5.0,144.0,163
2018-08-01,12R_nlcd42_07,12R,42,5.0,114.0,165
2018-08-01,12R_nlcd43_07,12R,43,4.0,103.0,157
2018-08-01,12R_nlcd52_07,12R,52,5.0,100.0,168
2018-08-01,12R_nlcd71_07,12R,71,5.0,76.0,153
2018-08-01,12R_nlcd81_07,12R,81,6.0,160.0,176
2018-08-01,12R_nlcd82_07,12R,82,5.0,100.0,189
2018-08-01,12R_nlcd90_07,12R,90,4.0,163.0,182
2018-08-01,12R_nlcd31_06,12R,31,5.0,48.0,169
2018-08-01,12R_nlcd41_06,12R,41,6.0,163.0,171
2018-08-01,12R_nlcd42_06,12R,42,4.0,107.0,161
2018-08-01,12R_nlcd43_06,12R,43,4.0,145.0,168
2018-08-01,12R_nlcd52_06,12R,52,4.0,80.0,183
2018-08-01,12R_nlcd71_06,12R,71,4.0,37.0,184
2018-08-01,12R_nlcd81_06,12R,81,5.0,135.0,161
2018-08-01,12R_nlcd82_06,12R,82,4.0,193.0,189
2018-08-01,12R_nlcd90_06,12R,90,4.0,145.0,155
2018-08-01,12R_nlcd31_05,12R,31,5.0,36.0,169
2018-08-01,12R_nlcd41_05,12R,41,4.0,155.0,170
2018-08-01,12R_nlcd42_05,12R,42,5.0,105.0,154
2018-08-01,12R_nlcd43_05,12R,43,4.0,144.0,175
2018-08-01,12R_nlcd52_05,12R,52,5.0,79.0,183
2018-08-01,12R_nlcd71_05,12R,71,4.0,98.0,153
2018-08-01,12R_nlcd81_05,12R,81,5.0,146.0,174
2018-08-01,12R_nlcd82_05,12R,82,6.0,164.0,189
2018-08-01,12R_nlcd90_05,12R,90,5.0,154.0,184
2018-08-01,12R_nlcd31_04,12R,31,5.0,53.0,171
2018-08-01,12R_nlcd41_04,12R,41,5.0,172.0,175
2018-08-01,12R_nlcd42_04,12R,42,5.0,86.0,168
2018-08-01,12R_nlcd43_04,12R,43,4.0,134.0,170
2018-08-01,12R_nlcd52_04,12R,52,5.0,95.0,180
2018-08-01,12R_nlcd71_04,12R,71,4.0,85.0,177
2018-08-01,12R_nlcd81_04,12R,81,5.0,93.0,179
2018-08-01,12R_nlcd82_04,12R,82,5.0,169.0,179
2018-08-01,12R_nlcd90_04,12R,90,4.0,139.0,174
2018-08-01,12R_nlcd31_03,12R,31,5.0,54.0,171
2018-08-01,12R_nlcd41_03,12R,41,6.0,163.0,171
2018-08-01,12R_nlcd42_03,12R,42,5.0,118.0,153
2018-08-01,12R_nlcd43_03,12R,43,5.0,113.0,151
2018-08-01,12R_nlcd52_03,12R,52,5.0,91.0,169
2018-08-01,12R_nlcd71_03,12R,71,4.0,21.0,181
2018-08-01,12R_nlcd81_03,12R,81,4.0,125.0,171
2018-08-01,12R_nlcd82_03,12R,82,4.0,145.0,189
2018-08-01,12R_nlcd90_03,12R,90,4.0,116.0,167
2018-08-01,12R_nlcd31_02,12R,31,5.0,33.0,171
2018-08-01,12R_nlcd41_02,12R,41,5.0,187.0,175
2018-08-01,12R_nlcd42_02,12R,42,5.0,125.0,173
2018-08-01,12R_nlcd43_02,12R,43,4.0,168.0,183
2018-08-01,12R_nlcd52_02,12R,52,5.0,74.0,172
2018-08-01,12R_nlcd71_02,12R,71,5.0,43.0,183
2018-08-01,12R_nlcd81_02,12R,81,5.0,103.0,170
2018-08-01,12R_nlcd82_02,12R,82,4.0,173.0,189
2018-08-01,12R_nlcd90_02,12R,90,4.0,136.0,174
2018-08-01,12R_nlcd31_01,12R,31,5.0,44.0,169
2018-08-01,12R_nlcd41_01,12R,41,4.0,129.0,175
2018-08-01,12R_nlcd42_01,12R,42,5.0,107.0,175
2018-08-01,12R_nlcd43_01,12R,43,4.0,134.0,176
2018-08-01,12R_nlcd52_01,12R,52,5.0,82.0,166
2018-08-01,12R_nlcd71_01,12R,71,4.0,13.0,186
2018-08-01,12R_nlcd81_01,12R,81,5.0,142.0,180
2018-08-01,12R_nlcd82_01,12R,82,4.0,165.0,189
2018-08-01,12R_nlcd90_01,12R,90,4.0,85.0,182
2018-08-01,12R_nlcd31_00,12R,31,6.0,52.0,167
2018-08-01,12R_nlcd41_00,12R,41,6.0,155.0,177
2018-08-01,12R_nlcd42_00,12R,42,5.0,95.0,175
2018-08-01,12R_nlcd43_00,12R,43,5.0,102.0,157
2018-08-01,12R_nlcd52_00,12R,52,4.0,135.0,162
2018-08-01,12R_nlcd71_00,12R,71,5.0,48.0,186
2018-08-01,12R_nlcd81_00,12R,81,5.0,146.0,174
2018-08-01,12R_nlcd82_00,12R,82,4.0,195.0,189
2018-08-01,12R_nlcd90_00,12R,90,4.0,158.0,175
2018-09-01,12R_nlcd31_08,12R,31,4.0,35.0,139
2018-09-01,12R_nlcd41_08,12R,41,4.0,124.0,154
2018-09-01,12R_nlcd42_08,12R,42,4.0,109.0,138
2018-09-01,12R_nlcd43_08,12R,43,4.0,115.0,148
2018-09-01,12R_nlcd52_08,12R,52,4.0,70.0,150
2018-09-01,12R_nlcd71_08,12R,71,5.0,70.0,139
2018-09-01,12R_nlcd81_08,12R,81,5.0,109.0,136
2018-09-01,12R_nlcd82_08,12R,82,6.0,30.0,148
2018-09-01,12R_nlcd90_08,12R,90,4.0,111.0,139
2018-09-01,12R_nlcd31_07,12R,31,5.0,27.0,140
2018-09-01,12R_nlcd41_07,12R,41,4.0,121.0,146
2018-09-01,12R_nlcd42_07,12R,42,4.0,103.0,137
2018-09-01,12R_nlcd43_07,12R,43,5.0,82.0,142
2018-09-01,12R_nlcd52_07,12R,52,5.0,77.0,151
2018-09-01,12R_nlcd71_07,12R,71,5.0,43.0,133
2018-09-01,12R_nlcd81_07,12R,81,5.0,138.0,157
2018-09-01,12R_nlcd82_07,12R,82,5.0,51.0,144
2018-09-01,12R_nlcd90_07,12R,90,5.0,154.0,157
2018-09-01,12R_nlcd31_06,12R,31,5.0,27.0,140
2018-09-01,12R_nlcd41_06,12R,41,6.0,124.0,154
2018-09-01,12R_nlcd42_06,12R,42,4.0,105.0,137
2018-09-01,12R_nlcd43_06,12R,43,5.0,129.0,143
2018-09-01,12R_nlcd52_06,12R,52,5.0,56.0,151
2018-09-01,12R_nlcd71_06,12R,71,5.0,22.0,152
2018-09-01,12R_nlcd81_06,12R,81,4.0,100.0,137
2018-09-01,12R_nlcd82_06,12R,82,5.0,135.0,144
2018-09-01,12R_nlcd90_06,12R,90,5.0,125.0,136
2018-09-01,12R_nlcd31_05,12R,31,4.0,21.0,140
2018-09-01,12R_nlcd41_05,12R,41,5.0,144.0,154
2018-09-01,12R_nlcd42_05,12R,42,4.0,105.0,140
2018-09-01,12R_nlcd43_05,12R,43,4.0,132.0,150
2018-09-01,12R_nlcd52_05,12R,52,5.0,59.0,153
2018-09-01,12R_nlcd71_05,12R,71,4.0,50.0,133
2018-09-01,12R_nlcd81_05,12R,81,5.0,135.0,149
2018-09-01,12R_nlcd82_05,12R,82,6.0,104.0,150
2018-09-01,12R_nlcd90_05,12R,90,4.0,115.0,158
2018-09-01,12R_nlcd31_04,12R,31,5.0,40.0,142
2018-09-01,12R_nlcd41_04,12R,41,5.0,151.0,156
2018-09-01,12R_nlcd42_04,12R,42,4.0,58.0,139
2018-09-01,12R_nlcd43_04,12R,43,4.0,119.0,145
2018-09-01,12R_nlcd52_04,12R,52,5.0,77.0,138
2018-09-01,12R_nlcd71_04,12R,71,5.0,80.0,144
2018-09-01,12R_nlcd81_04,12R,81,4.0,88.0,148
2018-09-01,12R_nlcd82_04,12R,82,4.0,159.0,151
2018-09-01,12R_nlcd90_04,12R,90,4.0,127.0,155
2018-09-01,12R_nlcd31_03,12R,31,5.0,45.0,142
2018-09-01,12R_nlcd41_03,12R,41,6.0,124.0,154
2018-09-01,12R_nlcd42_03,12R,42,4.0,105.0,136
2018-09-01,12R_nlcd43_03,12R,43,5.0,79.0,137
2018-09-01,12R_nlcd52_03,12R,52,5.0,50.0,152
2018-09-01,12R_nlcd71_03,12R,71,4.0,35.0,142
2018-09-01,12R_nlcd81_03,12R,81,4.0,110.0,154
2018-09-01,12R_nlcd82_03,12R,82,6.0,108.0,150
2018-09-01,12R_nlcd90_03,12R,90,4.0,103.0,149
2018-09-01,12R_nlcd31_02,12R,31,4.0,12.0,143
2018-09-01,12R_nlcd41_02,12R,41,5.0,159.0,156
2018-09-01,12R_nlcd42_02,12R,42,4.0,103.0,141
2018-09-01,12R_nlcd43_02,12R,43,5.0,134.0,158
2018-09-01,12R_nlcd52_02,12R,52,4.0,54.0,149
2018-09-01,12R_nlcd71_02,12R,71,5.0,18.0,151
2018-09-01,12R_nlcd81_02,12R,81,5.0,51.0,154
2018-09-01,12R_nlcd82_02,12R,82,5.0,123.0,145
2018-09-01,12R_nlcd90_02,12R,90,4.0,124.0,156
2018-09-01,12R_nlcd31_01,12R,31,5.0,33.0,140
2018-09-01,12R_nlcd41_01,12R,41,4.0,118.0,156
2018-09-01,12R_nlcd42_01,12R,42,4.0,90.0,140
2018-09-01,12R_nlcd43_01,12R,43,4.0,123.0,157
2018-09-01,12R_nlcd52_01,12R,52,4.0,58.0,143
2018-09-01,12R_nlcd71_01,12R,71,5.0,17.0,144
2018-09-01,12R_nlcd81_01,12R,81,5.0,109.0,147
2018-09-01,12R_nlcd82_01,12R,82,5.0,114.0,144
2018-09-01,12R_nlcd90_01,12R,90,4.0,70.0,151
2018-09-01,12R_nlcd31_00,12R,31,4.0,33.0,138
2018-09-01,12R_nlcd41_00,12R,41,4.0,128.0,157
2018-09-01,12R_nlcd42_00,12R,42,4.0,70.0,143
2018-09-01,12R_nlcd43_00,12R,43,5.0,91.0,137
2018-09-01,12R_nlcd52_00,12R,52,5.0,107.0,144
2018-09-01,12R_nlcd71_00,12R,71,4.0,41.0,144
2018-09-01,12R_nlcd81_00,12R,81,4.0,117.0,155
2018-09-01,12R_nlcd82_00,12R,82,5.0,135.0,145
2018-09-01,12R_nlcd90_00,12R,90,5.0,144.0,156
2018-10-01,12R_nlcd31_08,12R,31,5.0,24.0,95
2018-10-01,12R_nlcd41_08,12R,41,5.0,85.0,101
2018-10-01,12R_nlcd42_08,12R,42,4.0,74.0,93
2018-10-01,12R_nlcd43_08,12R,43,5.0,84.0,98
2018-10-01,12R_nlcd52_08,12R,52,4.0,41.0,105
2018-10-01,12R_nlcd71_08,12R,71,4.0,29.0,98
2018-10-01,12R_nlcd81_08,12R,81,5.0,57.0,93
2018-10-01,12R_nlcd82_08,12R,82,4.0,26.0,106
2018-10-01,12R_nlcd90_08,12R,90,5.0,57.0,95
2018-10-01,12R_nlcd31_07,12R,31,4.0,7.0,96
2018-10-01,12R_nlcd41_07,12R,41,5.0,78.0,98
2018-10-01,12R_nlcd42_07,12R,42,4.0,54.0,95
2018-10-01,12R_nlcd43_07,12R,43,5.0,68.0,94
2018-10-01,12R_nlcd52_07,12R,52,5.0,60.0,97
2018-10-01,12R_nlcd71_07,12R,71,4.0,31.0,86
2018-10-01,12R_nlcd81_07,12R,81,6.0,73.0,101
2018-10-01,12R_nlcd82_07,12R,82,6.0,31.0,102
2018-10-01,12R_nlcd90_07,12R,90,5.0,97.0,107
2018-10-01,12R_nlcd31_06,12R,31,4.0,7.0,96
2018-10-01,12R_nlcd41_06,12R,41,6.0,74.0,101
2018-10-01,12R_nlcd42_06,12R,42,5.0,52.0,91
2018-10-01,12R_nlcd43_06,12R,43,4.0,77.0,100
2018-10-01,12R_nlcd52_06,12R,52,4.0,30.0,109
2018-10-01,12R_nlcd71_06,12R,71,4.0,19.0,112
2018-10-01,12R_nlcd81_06,12R,81,4.0,52.0,91
2018-10-01,12R_nlcd82_06,12R,82,5.0,51.0,103
2018-10-01,12R_nlcd90_06,12R,90,5.0,75.0,92
2018-10-01,12R_nlcd31_05,12R,31,5.0,45.0,96
2018-10-01,12R_nlcd41_05,12R,41,5.0,87.0,103
2018-10-01,12R_nlcd42_05,12R,42,5.0,69.0,93
2018-10-01,12R_nlcd43_05,12R,43,5.0,96.0,103
2018-10-01,12R_nlcd52_05,12R,52,5.0,36.0,112
2018-10-01,12R_nlcd71_05,12R,71,5.0,27.0,87
2018-10-01,12R_nlcd81_05,12R,81,4.0,81.0,103
2018-10-01,12R_nlcd82_05,12R,82,5.0,109.0,112
2018-10-01,12R_nlcd90_05,12R,90,4.0,70.0,107
2018-10-01,12R_nlcd31_04,12R,31,5.0,30.0,98
2018-10-01,12R_nlcd41_04,12R,41,5.0,96.0,100
