date,point_id,mgrs_tile,mgrs_zone,nlcd,nlcd_year,count,et,eto
2015-10-01,18STD_nlcd24_00,18STD,18S,24,2024,4.0,12.0,69
2015-10-01,18STE_nlcd24_00,18STE,18S,24,2024,5.0,38.0,60
2015-10-01,18STF_nlcd24_00,18STF,18S,24,2024,5.0,47.0,47
2015-10-01,18STG_nlcd24_00,18STG,18S,24,2024,5.0,26.0,50
2015-10-01,18STH_nlcd24_00,18STH,18S,24,2024,4.0,1.0,51
2015-10-01,18STJ_nlcd24_00,18STJ,18S,24,2024,4.0,47.0,49
2015-10-01,18SUD_nlcd24_00,18SUD,18S,24,2024,4.0,27.0,66
2015-10-01,18SUD_nlcd24_01,18SUD,18S,24,2024,5.0,10.0,59
2015-10-01,18SUE_nlcd24_00,18SUE,18S,24,2024,,,57
2015-10-01,18SUE_nlcd24_01,18SUE,18S,24,2024,4.0,26.0,57
2015-10-01,18SUF_nlcd24_00,18SUF,18S,24,2024,3.0,31.0,60
2015-10-01,18SUF_nlcd24_01,18SUF,18S,24,2024,4.0,28.0,61
2015-10-01,18SUG_nlcd24_00,18SUG,18S,24,2024,6.0,25.0,54
2015-10-01,18SUG_nlcd24_01,18SUG,18S,24,2024,4.0,11.0,55
2015-10-01,18SUH_nlcd24_00,18SUH,18S,24,2024,4.0,8.0,48
2015-10-01,18SUH_nlcd24_01,18SUH,18S,24,2024,4.0,28.0,48
2015-10-01,18SUJ_nlcd24_00,18SUJ,18S,24,2024,5.0,28.0,50
2015-10-01,18SUJ_nlcd24_01,18SUJ,18S,24,2024,4.0,5.0,52
2015-10-01,18SVH_nlcd24_00,18SVH,18S,24,2024,4.0,15.0,50
2015-10-01,18SVH_nlcd24_01,18SVH,18S,24,2024,4.0,26.0,53
2015-10-01,18SVJ_nlcd24_00,18SVJ,18S,24,2024,5.0,14.0,51
2015-10-01,18SVJ_nlcd24_01,18SVJ,18S,24,2024,4.0,33.0,52
2015-10-01,18SWJ_nlcd24_00,18SWJ,18S,24,2024,4.0,25.0,56
2015-10-01,18SWJ_nlcd24_01,18SWJ,18S,24,2024,,,55
2015-10-01,18STD_nlcd31_00,18STD,18S,31,2024,5.0,78.0,70
2015-10-01,18STE_nlcd31_00,18STE,18S,31,2024,6.0,44.0,48
2015-10-01,18STF_nlcd31_00,18STF,18S,31,2024,4.0,29.0,48
2015-10-01,18STG_nlcd31_00,18STG,18S,31,2024,6.0,37.0,51
2015-10-01,18STH_nlcd31_00,18STH,18S,31,2024,6.0,30.0,47
2015-10-01,18STJ_nlcd31_00,18STJ,18S,31,2024,5.0,38.0,50
2015-10-01,18SUD_nlcd31_00,18SUD,18S,31,2024,3.0,28.0,66
2015-10-01,18SUD_nlcd31_01,18SUD,18S,31,2024,3.0,46.0,66
2015-10-01,18SUE_nlcd31_00,18SUE,18S,31,2024,3.0,47.0,56
2015-10-01,18SUE_nlcd31_01,18SUE,18S,31,2024,4.0,66.0,58
2015-10-01,18SUF_nlcd31_00,18SUF,18S,31,2024,4.0,58.0,50
2015-10-01,18SUF_nlcd31_01,18SUF,18S,31,2024,4.0,20.0,58
2015-10-01,18SUG_nlcd31_00,18SUG,18S,31,2024,4.0,59.0,53
2015-10-01,18SUG_nlcd31_01,18SUG,18S,31,2024,4.0,46.0,59
2015-10-01,18SUH_nlcd31_00,18SUH,18S,31,2024,6.0,37.0,49
2015-10-01,18SUH_nlcd31_01,18SUH,18S,31,2024,4.0,48.0,48
2015-10-01,18SUJ_nlcd31_00,18SUJ,18S,31,2024,5.0,32.0,47
2015-10-01,18SUJ_nlcd31_01,18SUJ,18S,31,2024,,,48
2015-10-01,18SVH_nlcd31_00,18SVH,18S,31,2024,4.0,6.0,50
2015-10-01,18SVH_nlcd31_01,18SVH,18S,31,2024,4.0,23.0,58
2015-10-01,18SVJ_nlcd31_00,18SVJ,18S,31,2024,4.0,50.0,52
2015-10-01,18SVJ_nlcd31_01,18SVJ,18S,31,2024,5.0,23.0,50
2015-10-01,18SWJ_nlcd31_00,18SWJ,18S,31,2024,3.0,61.0,56
2015-10-01,18SWJ_nlcd31_01,18SWJ,18S,31,2024,,,49
2015-10-01,18STD_nlcd41_00,18STD,18S,41,2024,4.0,70.0,57
2015-10-01,18STE_nlcd41_00,18STE,18S,41,2024,5.0,58.0,48
2015-10-01,18STF_nlcd41_00,18STF,18S,41,2024,5.0,52.0,47
2015-10-01,18STG_nlcd41_00,18STG,18S,41,2024,5.0,34.0,50
2015-10-01,18STH_nlcd41_00,18STH,18S,41,2024,5.0,48.0,47
2015-10-01,18STJ_nlcd41_00,18STJ,18S,41,2024,5.0,44.0,50
2015-10-01,18SUD_nlcd41_00,18SUD,18S,41,2024,4.0,56.0,59
2015-10-01,18SUD_nlcd41_01,18SUD,18S,41,2024,4.0,47.0,64
2015-10-01,18SUE_nlcd41_00,18SUE,18S,41,2024,4.0,68.0,53
2015-10-01,18SUE_nlcd41_01,18SUE,18S,41,2024,4.0,59.0,55
2015-10-01,18SUF_nlcd41_00,18SUF,18S,41,2024,4.0,53.0,55
2015-10-01,18SUF_nlcd41_01,18SUF,18S,41,2024,4.0,44.0,53
2015-10-01,18SUG_nlcd41_00,18SUG,18S,41,2024,4.0,50.0,51
2015-10-01,18SUG_nlcd41_01,18SUG,18S,41,2024,5.0,56.0,52
