date,point_id,mgrs_tile,mgrs_zone,nlcd,nlcd_year,count,et,eto
2015-10-01,13UCP_nlcd24_00,13UCP,13U,24,2024,4.0,5.0,75
2015-10-01,13UCP_nlcd24_01,13UCP,13U,24,2024,4.0,19.0,75
2015-10-01,13UDP_nlcd24_00,13UDP,13U,24,2024,4.0,14.0,65
2015-10-01,13UDP_nlcd24_01,13UDP,13U,24,2024,4.0,23.0,65
2015-10-01,13UEP_nlcd24_00,13UEP,13U,24,2024,6.0,14.0,57
2015-10-01,13UEP_nlcd24_01,13UEP,13U,24,2024,4.0,37.0,58
2015-10-01,13UFP_nlcd24_00,13UFP,13U,24,2024,,,50
2015-10-01,13UFP_nlcd24_01,13UFP,13U,24,2024,4.0,2.0,57
2015-10-01,13UCP_nlcd31_00,13UCP,13U,31,2024,4.0,20.0,61
2015-10-01,13UCP_nlcd31_01,13UCP,13U,31,2024,5.0,47.0,61
2015-10-01,13UDP_nlcd31_00,13UDP,13U,31,2024,5.0,13.0,63
2015-10-01,13UDP_nlcd31_01,13UDP,13U,31,2024,4.0,3.0,63
2015-10-01,13UEP_nlcd31_00,13UEP,13U,31,2024,6.0,39.0,68
2015-10-01,13UEP_nlcd31_01,13UEP,13U,31,2024,4.0,29.0,59
2015-10-01,13UFP_nlcd31_00,13UFP,13U,31,2024,4.0,25.0,61
2015-10-01,13UFP_nlcd31_01,13UFP,13U,31,2024,6.0,23.0,54
2015-10-01,13UCP_nlcd41_00,13UCP,13U,41,2024,4.0,53.0,61
2015-10-01,13UCP_nlcd41_01,13UCP,13U,41,2024,4.0,21.0,70
2015-10-01,13UDP_nlcd41_00,13UDP,13U,41,2024,5.0,28.0,75
2015-10-01,13UDP_nlcd41_01,13UDP,13U,41,2024,6.0,38.0,75
2015-10-01,13UEP_nlcd41_00,13UEP,13U,41,2024,5.0,25.0,62
2015-10-01,13UEP_nlcd41_01,13UEP,13U,41,2024,5.0,29.0,59
2015-10-01,13UFP_nlcd41_00,13UFP,13U,41,2024,5.0,21.0,53
2015-10-01,13UFP_nlcd41_01,13UFP,13U,41,2024,4.0,26.0,63
2015-10-01,13UCP_nlcd42_00,13UCP,13U,42,2024,4.0,16.0,65
2015-10-01,13UCP_nlcd42_01,13UCP,13U,42,2024,4.0,30.0,65
2015-10-01,13UDP_nlcd42_00,13UDP,13U,42,2024,4.0,37.0,65
2015-10-01,13UDP_nlcd42_01,13UDP,13U,42,2024,4.0,29.0,66
2015-10-01,13UEP_nlcd42_00,13UEP,13U,42,2024,4.0,38.0,64
2015-10-01,13UEP_nlcd42_01,13UEP,13U,42,2024,4.0,40.0,61
2015-10-01,13UFP_nlcd42_00,13UFP,13U,42,2024,4.0,43.0,53
2015-10-01,13UFP_nlcd42_01,13UFP,13U,42,2024,4.0,40.0,59
2015-10-01,13UCP_nlcd43_00,13UCP,13U,43,2024,5.0,30.0,61
2015-10-01,13UCP_nlcd43_01,13UCP,13U,43,2024,4.0,26.0,68
2015-10-01,13UDP_nlcd43_00,13UDP,13U,43,2024,5.0,34.0,64
2015-10-01,13UDP_nlcd43_01,13UDP,13U,43,2024,5.0,28.0,68
2015-10-01,13UEP_nlcd43_00,13UEP,13U,43,2024,4.0,23.0,64
2015-10-01,13UEP_nlcd43_01,13UEP,13U,43,2024,5.0,25.0,60
2015-10-01,13UFP_nlcd43_00,13UFP,13U,43,2024,4.0,43.0,56
2015-10-01,13UFP_nlcd43_01,13UFP,13U,43,2024,3.0,34.0,60
2015-10-01,13UCP_nlcd52_00,13UCP,13U,52,2024,4.0,15.0,67
2015-10-01,13UCP_nlcd52_01,13UCP,13U,52,2024,5.0,14.0,60
2015-10-01,13UDP_nlcd52_00,13UDP,13U,52,2024,5.0,23.0,64
2015-10-01,13UDP_nlcd52_01,13UDP,13U,52,2024,6.0,28.0,65
2015-10-01,13UEP_nlcd52_00,13UEP,13U,52,2024,4.0,20.0,65
2015-10-01,13UEP_nlcd52_01,13UEP,13U,52,2024,5.0,34.0,60
2015-10-01,13UFP_nlcd52_00,13UFP,13U,52,2024,5.0,20.0,57
2015-10-01,13UFP_nlcd52_01,13UFP,13U,52,2024,5.0,16.0,56
2015-10-01,13UCP_nlcd71_00,13UCP,13U,71,2024,6.0,21.0,62
2015-10-01,13UCP_nlcd71_01,13UCP,13U,71,2024,6.0,21.0,62
2015-10-01,13UDP_nlcd71_00,13UDP,13U,71,2024,5.0,12.0,71
2015-10-01,13UDP_nlcd71_01,13UDP,13U,71,2024,6.0,28.0,63
2015-10-01,13UEP_nlcd71_00,13UEP,13U,71,2024,6.0,24.0,59
2015-10-01,13UEP_nlcd71_01,13UEP,13U,71,2024,6.0,23.0,59
2015-10-01,13UFP_nlcd71_00,13UFP,13U,71,2024,6.0,36.0,56
2015-10-01,13UFP_nlcd71_01,13UFP,13U,71,2024,6.0,38.0,55
2015-10-01,13UCP_nlcd81_00,13UCP,13U,81,2024,6.0,29.0,65
2015-10-01,13UCP_nlcd81_01,13UCP,13U,81,2024,6.0,47.0,60
2015-10-01,13UDP_nlcd81_00,13UDP,13U,81,2024,6.0,35.0,59
2015-10-01,13UDP_nlcd81_01,13UDP,13U,81,2024,6.0,46.0,67
2015-10-01,13UEP_nlcd81_00,13UEP,13U,81,2024,6.0,41.0,61
2015-10-01,13UEP_nlcd81_01,13UEP,13U,81,2024,5.0,52.0,66
2015-10-01,13UFP_nlcd81_00,13UFP,13U,81,2024,6.0,49.0,61
2015-10-01,13UFP_nlcd81_01,13UFP,13U,81,2024,6.0,34.0,54
2015-10-01,13UCP_nlcd82_00,13UCP,13U,82,2024,5.0,30.0,69
2015-10-01,13UCP_nlcd82_01,13UCP,13U,82,2024,6.0,35.0,63
2015-10-01,13UDP_nlcd82_00,13UDP,13U,82,2024,5.0,36.0,64
2015-10-01,13UDP_nlcd82_01,13UDP,13U,82,2024,6.0,29.0,57
2015-10-01,13UEP_nlcd82_00,13UEP,13U,82,2024,6.0,24.0,59
2015-10-01,13UEP_nlcd82_01,13UEP,13U,82,2024,5.0,21.0,59
2015-10-01,13UFP_nlcd82_00,13UFP,13U,82,2024,6.0,32.0,56
2015-10-01,13UFP_nlcd82_01,13UFP,13U,82,2024,6.0,33.0,53
2015-10-01,13UCP_nlcd90_00,13UCP,13U,90,2024,5.0,41.0,67
2015-10-01,13UCP_nlcd90_01,13UCP,13U,90,2024,5.0,40.0,63
2015-10-01,13UDP_nlcd90_00,13UDP,13U,90,2024,5.0,34.0,67
2015-10-01,13UDP_nlcd90_01,13UDP,13U,90,2024,5.0,35.0,64
2015-10-01,13UEP_nlcd90_00,13UEP,13U,90,2024,5.0,50.0,65
2015-10-01,13UEP_nlcd90_01,13UEP,13U,90,2024,4.0,46.0,60
2015-10-01,13UFP_nlcd90_00,13UFP,13U,90,2024,4.0,40.0,58
2015-10-01,13UFP_nlcd90_01,13UFP,13U,90,2024,5.0,41.0,63
2015-10-01,13UCP_nlcd95_00,13UCP,13U,95,2024,6.0,31.0,60
2015-10-01,13UCP_nlcd95_01,13UCP,13U,95,2024,6.0,37.0,60
2015-10-01,13UDP_nlcd95_00,13UDP,13U,95,2024,5.0,31.0,68
2015-10-01,13UDP_nlcd95_01,13UDP,13U,95,2024,6.0,45.0,70
2015-10-01,13UEP_nlcd95_00,13UEP,13U,95,2024,4.0,36.0,59
