date,point_id,mgrs_tile,mgrs_zone,nlcd,nlcd_year,count,et,eto
2015-10-01,10UEU_nlcd24_00,10UEU,10U,24,2024,4.0,13.0,32
2015-10-01,10UEU_nlcd24_01,10UEU,10U,24,2024,4.0,9.0,32
2015-10-01,10UFU_nlcd24_00,10UFU,10U,24,2024,4.0,10.0,36
2015-10-01,10UFU_nlcd24_01,10UFU,10U,24,2024,5.0,6.0,36
2015-10-01,10UEU_nlcd31_00,10UEU,10U,31,2024,4.0,28.0,29
2015-10-01,10UEU_nlcd31_01,10UEU,10U,31,2024,4.0,20.0,33
2015-10-01,10UFU_nlcd31_00,10UFU,10U,31,2024,5.0,18.0,36
2015-10-01,10UFU_nlcd31_01,10UFU,10U,31,2024,4.0,10.0,44
2015-10-01,10UEU_nlcd41_00,10UEU,10U,41,2024,5.0,38.0,35
2015-10-01,10UEU_nlcd41_01,10UEU,10U,41,2024,5.0,29.0,29
2015-10-01,10UFU_nlcd41_00,10UFU,10U,41,2024,5.0,22.0,35
2015-10-01,10UFU_nlcd41_01,10UFU,10U,41,2024,5.0,36.0,34
2015-10-01,10UEU_nlcd42_00,10UEU,10U,42,2024,5.0,20.0,34
2015-10-01,10UEU_nlcd42_01,10UEU,10U,42,2024,4.0,30.0,37
2015-10-01,10UFU_nlcd42_00,10UFU,10U,42,2024,5.0,21.0,36
2015-10-01,10UFU_nlcd42_01,10UFU,10U,42,2024,4.0,46.0,41
2015-10-01,10UEU_nlcd43_00,10UEU,10U,43,2024,4.0,34.0,31
2015-10-01,10UEU_nlcd43_01,10UEU,10U,43,2024,4.0,32.0,29
2015-10-01,10UFU_nlcd43_00,10UFU,10U,43,2024,4.0,33.0,36
2015-10-01,10UFU_nlcd43_01,10UFU,10U,43,2024,5.0,32.0,37
2015-10-01,10UEU_nlcd52_00,10UEU,10U,52,2024,5.0,29.0,33
2015-10-01,10UEU_nlcd52_01,10UEU,10U,52,2024,5.0,30.0,32
2015-10-01,10UFU_nlcd52_00,10UFU,10U,52,2024,5.0,21.0,42
2015-10-01,10UFU_nlcd52_01,10UFU,10U,52,2024,5.0,9.0,37
2015-10-01,10UEU_nlcd71_00,10UEU,10U,71,2024,5.0,33.0,28
2015-10-01,10UEU_nlcd71_01,10UEU,10U,71,2024,4.0,30.0,32
2015-10-01,10UFU_nlcd71_00,10UFU,10U,71,2024,4.0,2.0,46
2015-10-01,10UFU_nlcd71_01,10UFU,10U,71,2024,4.0,2.0,39
