latitude,longitude,mgrs_tile,nlcd,nlcd_year
48.19493264337071,-106.63792636814082,13UCP,24,2024
48.19748919859026,-106.63673877390724,13UCP,24,2024
48.38019849815425,-107.6721252887479,13UCP,31,2024
48.37952082503951,-107.67038580219788,13UCP,31,2024
48.49699915527157,-107.17496232669731,13UCP,41,2024
48.411254134496275,-106.44483493784881,13UCP,41,2024
47.864400560629775,-106.66366895386054,13UCP,42,2024
47.854845322588396,-106.59924521994583,13UCP,42,2024
48.37700141624805,-107.1452171363141,13UCP,43,2024
47.946229522566846,-106.36052810443292,13UCP,43,2024
47.9473019294161,-107.64048466869845,13UCP,52,2024
48.04591910627591,-107.14068350626307,13UCP,52,2024
48.723513956421215,-107.24376167157035,13UCP,71,2024
48.703688814480245,-106.73427844961671,13UCP,71,2024
48.404030095929045,-106.95319554906246,13UCP,81,2024
48.42451800521898,-107.3046116758321,13UCP,81,2024
48.29765700042259,-106.77019615945167,13UCP,82,2024
48.431908826939015,-107.07594129616399,13UCP,82,2024
48.33634389093699,-106.84040939291289,13UCP,90,2024
48.47464624712135,-107.02832148773028,13UCP,90,2024
48.51419763149214,-107.38315555785361,13UCP,95,2024
48.337980355441864,-107.5861204354592,13UCP,95,2024
48.10554752145954,-105.19774511740175,13UDP,24,2024
48.09925519845357,-105.62982545423829,13UDP,24,2024
48.32793635581099,-105.13128877522335,13UDP,31,2024
47.855448308345686,-105.88470660659665,13UDP,31,2024
48.05258138414041,-106.33625753868476,13UDP,41,2024
48.057128689373684,-106.30085856487493,13UDP,41,2024
47.97303751042483,-105.99526236619192,13UDP,42,2024
47.98066004071791,-106.05255430794735,13UDP,42,2024
47.979909162926376,-105.00850329419623,13UDP,43,2024
47.96565505211855,-106.22415219791372,13UDP,43,2024
48.24058103167038,-105.55240320833371,13UDP,52,2024
48.354643601902055,-106.05580017037353,13UDP,52,2024
48.39111274965619,-106.3326116548249,13UDP,71,2024
47.932358108972366,-105.83359659347911,13UDP,71,2024
48.646564091565715,-106.33045987555887,13UDP,81,2024
48.03968625400739,-105.88203005663524,13UDP,81,2024
48.6118472768535,-105.90065794250187,13UDP,82,2024
48.69233140361367,-106.29770679368869,13UDP,82,2024
48.042554033180444,-105.83393391495565,13UDP,90,2024
48.06333731575543,-105.09550923718541,13UDP,90,2024
48.0277291988286,-106.00693615138694,13UDP,95,2024
48.019068904651014,-106.17123743235447,13UDP,95,2024
48.16935056310266,-103.66214206469705,13UEP,24,2024
48.178108979463325,-103.68163206614572,13UEP,24,2024
47.85502565169314,-104.08325395099104,13UEP,31,2024
48.45575107260842,-104.5344690181228,13UEP,31,2024
48.71510290891887,-104.91554920774492,13UEP,41,2024
48.23795093304781,-104.58923130955121,13UEP,41,2024
47.97970092530822,-103.81725091244066,13UEP,42,2024
48.02458409305818,-104.2773989399866,13UEP,42,2024
47.9617187741949,-104.09778239468712,13UEP,43,2024
48.09515832604011,-104.7314291656017,13UEP,43,2024
47.94878036895429,-104.99976669243586,13UEP,52,2024
48.144260835363895,-103.76500522538116,13UEP,52,2024
48.264770959526196,-104.65511245055663,13UEP,71,2024
47.975094302432694,-104.6151735972752,13UEP,71,2024
48.714140263922715,-104.38107059247416,13UEP,81,2024
47.851152232159926,-104.19575785727133,13UEP,81,2024
48.44464234382464,-104.65271455081167,13UEP,82,2024
48.19144786935266,-104.72157313114438,13UEP,82,2024
47.95765099638792,-103.98890905958154,13UEP,90,2024
48.12376471910972,-104.69799113168631,13UEP,90,2024
48.344566063161686,-104.65617724714258,13UEP,95,2024
48.398043975364736,-104.52963854696145,13UEP,95,2024
48.3424510052231,-103.16530426484242,13UFP,24,2024
48.156654399362054,-103.62976202503432,13UFP,24,2024
47.85710848213271,-102.64065315565126,13UFP,31,2024
48.40307227687649,-102.68089118779145,13UFP,31,2024
48.1918166214235,-103.16303194694149,13UFP,41,2024
47.841696789319975,-102.7790258139217,13UFP,41,2024
48.57853642873078,-102.94394327775355,13UFP,42,2024
48.09343852747409,-103.63231477582015,13UFP,42,2024
48.0809532054122,-103.39337605579956,13UFP,43,2024
48.11244107916184,-102.99003266697419,13UFP,43,2024
48.12872631812491,-103.5106442930724,13UFP,52,2024
48.07619043170094,-103.19265909011334,13UFP,52,2024
48.24116088929547,-102.32358841015377,13UFP,71,2024
48.40060887397662,-102.65811459946266,13UFP,71,2024
48.620807026386075,-103.62920748732152,13UFP,81,2024
48.57748259930188,-102.73047346809427,13UFP,81,2024
48.46315351642467,-102.5542876094614,13UFP,82,2024
48.28129825970939,-102.94328814886936,13UFP,82,2024
48.11523105472554,-103.62326863893968,13UFP,90,2024
47.96221524582617,-102.84557530431942,13UFP,90,2024
48.68155490243714,-102.35768994363394,13UFP,95,2024
48.38929338086113,-102.30757383503061,13UFP,95,2024
