latitude,longitude,mgrs_tile,nlcd,nlcd_year
36.76762067899461,-119.83922547094019,11SKA,24,2024
36.249065779424555,-119.87134801087873,11SKA,31,2024
36.957889143004714,-119.30539280664232,11SKA,41,2024
36.893404539252664,-119.30767949893506,11SKA,42,2024
36.89560546449141,-119.33009769070313,11SKA,43,2024
36.80715112666111,-119.34049449215895,11SKA,52,2024
36.918411199288485,-119.69566199315337,11SKA,71,2024
36.68032064082741,-119.50220816013322,11SKA,81,2024
36.37654041077915,-119.46194775762277,11SKA,82,2024
36.61750437235945,-119.47098497855085,11SKA,90,2024
36.87500459432541,-119.6434305253633,11SKA,95,2024
37.48489119597092,-119.96548519454018,11SKB,24,2024
37.604356153437195,-119.37657805457654,11SKB,31,2024
37.37849714646571,-119.8044057587314,11SKB,41,2024
37.70661274216958,-119.62566929436984,11SKB,42,2024
37.63342822859513,-119.9319793849282,11SKB,43,2024
37.33805962765053,-119.71922370044004,11SKB,52,2024
37.26785174008987,-119.86276922534269,11SKB,71,2024
37.2005541081169,-119.45633244617309,11SKB,81,2024
37.03669732171743,-119.93710351871633,11SKB,82,2024
37.35475256458303,-119.31663434663754,11SKB,90,2024
37.81070230702486,-119.32895174648087,11SKB,95,2024
38.355322010872634,-119.5210386046468,11SKC,24,2024
38.157891989065476,-119.5621426113131,11SKC,31,2024
38.44204281112191,-119.55481640467953,11SKC,41,2024
38.80964817247497,-119.91253361657715,11SKC,42,2024
38.02790894968485,-119.42365411411832,11SKC,43,2024
38.060882400353144,-119.42723414635002,11SKC,52,2024
38.014729582848176,-119.4247163159772,11SKC,71,2024
38.561211063068754,-119.49718443048968,11SKC,81,2024
38.79489066006609,-119.3277368352483,11SKC,82,2024
38.378657208948525,-119.50471874816292,11SKC,90,2024
38.66356710348378,-119.91616741863326,11SKC,95,2024
38.92435915819447,-119.69682972256665,11SKD,24,2024
39.67159141542628,-119.97948566391946,11SKD,31,2024
39.326059651541094,-119.87785111029665,11SKD,41,2024
39.11368941774309,-119.57238067417059,11SKD,42,2024
39.44776537214216,-119.74676887423973,11SKD,43,2024
39.39367003413926,-119.67531138887598,11SKD,52,2024
38.869226500551335,-119.97611459109456,11SKD,71,2024
39.445513319775095,-119.82226655011912,11SKD,81,2024
39.006081104702645,-119.77057161729053,11SKD,82,2024
39.16279100922851,-119.73763150342975,11SKD,90,2024
38.84210787248855,-119.76853996983881,11SKD,95,2024
35.072846141531514,-119.25024471261983,11SKU,24,2024
34.81885924977851,-119.47440964045153,11SKU,31,2024
34.418561592981774,-119.74865438881773,11SKU,41,2024
34.49015306126192,-119.65453869350867,11SKU,42,2024
34.47115537567549,-119.94624597461025,11SKU,43,2024
34.4731274260708,-119.3945883759879,11SKU,52,2024
35.09319855304805,-119.55968585508128,11SKU,71,2024
34.68929403732154,-119.34775076931477,11SKU,81,2024
34.96509188018394,-119.65290681253587,11SKU,82,2024
34.61859507610101,-119.8730454867199,11SKU,90,2024
34.35103857740353,-119.30449608824479,11SKU,95,2024
35.69028845021689,-119.23920666114445,11SKV,24,2024
35.955343716572244,-119.89437690729332,11SKV,31,2024
35.90975564331745,-119.84959268299164,11SKV,42,2024
35.37837642425956,-119.86010183238832,11SKV,43,2024
35.29354448711391,-119.87156425691762,11SKV,52,2024
35.69628497468234,-119.95945743089754,11SKV,71,2024
35.859215692259276,-119.38316320296994,11SKV,81,2024
35.67742691111545,-119.93820343186802,11SKV,82,2024
35.313152008558625,-119.23553894824668,11SKV,90,2024
35.728794709177826,-119.64559972827236,11SKV,95,2024
